Paper_ID,DOI,Material_Parent_ID,ML_Condition_ID,Feature_Name,Recovered_Value,Units,Evidence_Type,Evidence_Location,Method,Confidence,Recovery_Status
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_ALLOY_OR_SUPPORTING_SCOPE,Initial_Phase_Status,DIRECT_XRD_EBSD_PHASE_IDENTITY; exact FCC fraction not numerically quantified,as named/reported,VERIFIED_WORKBOOK,Sec.3.1 pp.2-4; Fig.3,XRD + EBSD/IPF/phase map + EDS mapping,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_ALLOY_OR_SUPPORTING_SCOPE,Average_Grain_Size_um,100,as named/reported,VERIFIED_WORKBOOK,Sec.3.1 pp.2-4; Fig.3,XRD + EBSD/IPF/phase map + EDS mapping,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_ALLOY_OR_SUPPORTING_SCOPE,Grain_Size_Status,APPROX_DIRECT_TEXT,as named/reported,VERIFIED_WORKBOOK,Sec.3.1 pp.2-4; Fig.3,XRD + EBSD/IPF/phase map + EDS mapping,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_ALLOY_OR_SUPPORTING_SCOPE,Texture_Orientation_Status,Completely random orientation distribution,as named/reported,VERIFIED_WORKBOOK,Sec.3.1 pp.2-4; Fig.3,XRD + EBSD/IPF/phase map + EDS mapping,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_ALLOY_OR_SUPPORTING_SCOPE,Elemental_Segregation_Status,No obvious elemental segregation in EDS mapping,as named/reported,VERIFIED_WORKBOOK,Sec.3.1 pp.2-4; Fig.3,XRD + EBSD/IPF/phase map + EDS mapping,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_ALLOY_OR_SUPPORTING_SCOPE,Evidence_Methods,XRD + EBSD/IPF/phase map + EDS mapping,as named/reported,VERIFIED_WORKBOOK,Sec.3.1 pp.2-4; Fig.3,XRD + EBSD/IPF/phase map + EDS mapping,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_ALLOY_OR_SUPPORTING_SCOPE,Evidence_Location,Sec.3.1 pp.2-4; Fig.3,as named/reported,VERIFIED_WORKBOOK,Sec.3.1 pp.2-4; Fig.3,XRD + EBSD/IPF/phase map + EDS mapping,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_ALLOY_OR_SUPPORTING_SCOPE,Confidence,High,as named/reported,VERIFIED_WORKBOOK,Sec.3.1 pp.2-4; Fig.3,XRD + EBSD/IPF/phase map + EDS mapping,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_ALLOY_OR_SUPPORTING_SCOPE,Notes,Use HCP=0 as explicit phase-absence evidence. Do not force exact FCC=1.000 because no numerical FCC fraction is reported.,as named/reported,VERIFIED_WORKBOOK,Sec.3.1 pp.2-4; Fig.3,XRD + EBSD/IPF/phase map + EDS mapping,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Study_Series_ID,P015_SERIES01,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.1 pp.3-7; Figs.4,6,7; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Material_Parent_ID,P015_MAT_FE50MN20CR20NI10,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.1 pp.3-7; Figs.4,6,7; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,ML_Condition_ID,P015_MC_298K,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.1 pp.3-7; Figs.4,6,7; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Test_T_K,298,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.1 pp.3-7; Figs.4,6,7; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Test_T_Raw,298 K,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.1 pp.3-7; Figs.4,6,7; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Strain_rate_s-1,0.001,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.1 pp.3-7; Figs.4,6,7; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Replicate_n,3,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.1 pp.3-7; Figs.4,6,7; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Initial_Phase_State,Single FCC,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.1 pp.3-7; Figs.4,6,7; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Initial_HCP_fraction,0,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.1 pp.3-7; Figs.4,6,7; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Grain_Size_um,100,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.1 pp.3-7; Figs.4,6,7; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Engineering_YS_MPa,300,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.1 pp.3-7; Figs.4,6,7; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Engineering_UTS_MPa,550,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.1 pp.3-7; Figs.4,6,7; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Engineering_Elongation_pct,60,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.1 pp.3-7; Figs.4,6,7; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,True_Yield_Stress_MPa,300.25,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.1 pp.3-7; Figs.4,6,7; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,True_UTS_MPa,888.61,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.1 pp.3-7; Figs.4,6,7; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,HC,1.96,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.1 pp.3-7; Figs.4,6,7; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,True_Property_Status,DIRECT_TABLE_1_TRUE_VALUES; keep distinct from engineering properties,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.1 pp.3-7; Figs.4,6,7; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,TRIP,0,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.1 pp.3-7; Figs.4,6,7; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,TWIP,1,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.1 pp.3-7; Figs.4,6,7; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Slip,1,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.1 pp.3-7; Figs.4,6,7; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Dominant_Mechanism,"TWIP-dominant with dislocation multiplication, deformation bands/walls and deformation twins",as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.1 pp.3-7; Figs.4,6,7; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Target_Status,VERIFIED_JOINT,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.1 pp.3-7; Figs.4,6,7; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Independent_ML_sample,True,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.1 pp.3-7; Figs.4,6,7; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Leakage_Group_Strict,P015_SERIES01,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.1 pp.3-7; Figs.4,6,7; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Leakage_Group_Material,P015_MAT_FE50MN20CR20NI10,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.1 pp.3-7; Figs.4,6,7; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Postfracture_Phase_State,Single FCC after tensile fracture; no secondary phase detected,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.1 pp.3-7; Figs.4,6,7; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Postfracture_HCP_fraction,0.0,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.1 pp.3-7; Figs.4,6,7; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Postfracture_HCP_fraction_Status,EXPLICIT_XRD_EBSD_NEGATIVE_HCP_AFTER_FRACTURE,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.1 pp.3-7; Figs.4,6,7; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Fracture_Mode,Ductile dimpled fracture,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.1 pp.3-7; Figs.4,6,7; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Evidence_Location,"Sec.3.2-4.1 pp.3-7; Figs.4,6,7; Table 1",as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.1 pp.3-7; Figs.4,6,7; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Confidence,High,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.1 pp.3-7; Figs.4,6,7; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_298K,Notes,Strong condition-level TRIP=0: initial state is single FCC and the fractured 298 K specimen remains pure/single FCC by XRD and EBSD. TWIP is directly confirmed by EBSD Σ3 twin boundaries and TEM/SAED twin clusters.,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.1 pp.3-7; Figs.4,6,7; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Study_Series_ID,P015_SERIES01,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.3 pp.3-11; Figs.4,6,9,11-12; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Material_Parent_ID,P015_MAT_FE50MN20CR20NI10,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.3 pp.3-11; Figs.4,6,9,11-12; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,ML_Condition_ID,P015_MC_77K,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.3 pp.3-11; Figs.4,6,9,11-12; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Test_T_K,77,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.3 pp.3-11; Figs.4,6,9,11-12; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Test_T_Raw,77 K,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.3 pp.3-11; Figs.4,6,9,11-12; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Strain_rate_s-1,0.001,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.3 pp.3-11; Figs.4,6,9,11-12; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Replicate_n,3,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.3 pp.3-11; Figs.4,6,9,11-12; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Initial_Phase_State,Single FCC,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.3 pp.3-11; Figs.4,6,9,11-12; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Initial_HCP_fraction,0,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.3 pp.3-11; Figs.4,6,9,11-12; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Grain_Size_um,100,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.3 pp.3-11; Figs.4,6,9,11-12; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Engineering_YS_MPa,608,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.3 pp.3-11; Figs.4,6,9,11-12; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Engineering_UTS_MPa,850,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.3 pp.3-11; Figs.4,6,9,11-12; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Engineering_Elongation_pct,35,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.3 pp.3-11; Figs.4,6,9,11-12; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,True_Yield_Stress_MPa,690.33,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.3 pp.3-11; Figs.4,6,9,11-12; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,True_UTS_MPa,1368.75,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.3 pp.3-11; Figs.4,6,9,11-12; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,HC,0.983,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.3 pp.3-11; Figs.4,6,9,11-12; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,True_Property_Status,DIRECT_TABLE_1_TRUE_VALUES; preserve apparent difference from engineering YS without reconciliation,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.3 pp.3-11; Figs.4,6,9,11-12; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,TRIP,1,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.3 pp.3-11; Figs.4,6,9,11-12; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,TWIP,1,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.3 pp.3-11; Figs.4,6,9,11-12; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Slip,1,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.3 pp.3-11; Figs.4,6,9,11-12; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Dominant_Mechanism,"Synergistic TWIP/TRIP with dislocation multiplication, deformation bands, primary/secondary twins and ε-martensite",as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.3 pp.3-11; Figs.4,6,9,11-12; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Target_Status,VERIFIED_JOINT,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.3 pp.3-11; Figs.4,6,9,11-12; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Independent_ML_sample,True,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.3 pp.3-11; Figs.4,6,9,11-12; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Leakage_Group_Strict,P015_SERIES01,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.3 pp.3-11; Figs.4,6,9,11-12; Table 1",source-reported,High,VERIFIED
P015,10.1016/j.jallcom.2026.188919,P015_MAT_FE50MN20CR20NI10,P015_MC_77K,Leakage_Group_Material,P015_MAT_FE50MN20CR20NI10,as named/reported,VERIFIED_WORKBOOK,"Sec.3.2-4.3 pp.3-11; Figs.4,6,9,11-12; Table 1",source-reported,High,VERIFIED
