Paper_ID,Condition_ID,Field,Old_Value,New_Value,Reason,Correction_Type,Automatic_or_Manual,Source
P009,P009_C01,Characterization_methods,Image_modalities=EBSD; SEM; nanoindentation,EBSD; SEM; nanoindentation,Exact reviewed schema alias: Image_modalities -> Characterization_methods,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx::P006_P010_Master_Extraction
P009,P009_C02,Row_Type,Data_role=Experimental + CALPHAD/DFT,Experimental + CALPHAD/DFT,Exact reviewed schema alias: Data_role -> Row_Type,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx::P006_P010_Master_Extraction
P009,P009_C02,Composition_basis,Composition_basis_original=at.%,at.%,Exact reviewed schema alias: Composition_basis_original -> Composition_basis,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx::P006_P010_Master_Extraction
P009,P009_C02,Characterization_methods,Image_modalities=EBSD; SEM; nanoindentation,EBSD; SEM; nanoindentation,Exact reviewed schema alias: Image_modalities -> Characterization_methods,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx::P006_P010_Master_Extraction
P009,P009_C03,Row_Type,Data_role=Experimental + CALPHAD/DFT,Experimental + CALPHAD/DFT,Exact reviewed schema alias: Data_role -> Row_Type,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx::P006_P010_Master_Extraction
P009,P009_C03,Composition_basis,Composition_basis_original=at.%,at.%,Exact reviewed schema alias: Composition_basis_original -> Composition_basis,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx::P006_P010_Master_Extraction
P009,P009_C03,Characterization_methods,Image_modalities=EBSD; SEM; nanoindentation,EBSD; SEM; nanoindentation,Exact reviewed schema alias: Image_modalities -> Characterization_methods,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx::P006_P010_Master_Extraction
P009,P009_C04,Row_Type,Data_role=Experimental + CALPHAD/DFT,Experimental + CALPHAD/DFT,Exact reviewed schema alias: Data_role -> Row_Type,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx::P006_P010_Master_Extraction
P009,P009_C04,Composition_basis,Composition_basis_original=at.%,at.%,Exact reviewed schema alias: Composition_basis_original -> Composition_basis,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx::P006_P010_Master_Extraction
P009,P009_C04,Characterization_methods,Image_modalities=EBSD; SEM; nanoindentation,EBSD; SEM; nanoindentation,Exact reviewed schema alias: Image_modalities -> Characterization_methods,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx::P006_P010_Master_Extraction
P009,P009_C05,Row_Type,Data_role=Experimental + CALPHAD/DFT,Experimental + CALPHAD/DFT,Exact reviewed schema alias: Data_role -> Row_Type,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx::P006_P010_Master_Extraction
P009,P009_C05,Composition_basis,Composition_basis_original=at.%,at.%,Exact reviewed schema alias: Composition_basis_original -> Composition_basis,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx::P006_P010_Master_Extraction
P009,P009_C05,Characterization_methods,Image_modalities=EBSD; SEM; nanoindentation,EBSD; SEM; nanoindentation,Exact reviewed schema alias: Image_modalities -> Characterization_methods,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx::P006_P010_Master_Extraction
P009,P009_C06,Row_Type,Data_role=Experimental + CALPHAD/DFT,Experimental + CALPHAD/DFT,Exact reviewed schema alias: Data_role -> Row_Type,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx::P006_P010_Master_Extraction
P009,P009_C06,Composition_basis,Composition_basis_original=at.%,at.%,Exact reviewed schema alias: Composition_basis_original -> Composition_basis,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx::P006_P010_Master_Extraction
P009,P009_C06,Characterization_methods,Image_modalities=EBSD; SEM; nanoindentation,EBSD; SEM; nanoindentation,Exact reviewed schema alias: Image_modalities -> Characterization_methods,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx::P006_P010_Master_Extraction
P009,P009_C07,Row_Type,Data_role=Experimental + CALPHAD/DFT,Experimental + CALPHAD/DFT,Exact reviewed schema alias: Data_role -> Row_Type,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx::P006_P010_Master_Extraction
P009,P009_C07,Composition_basis,Composition_basis_original=at.%,at.%,Exact reviewed schema alias: Composition_basis_original -> Composition_basis,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx::P006_P010_Master_Extraction
P009,P009_C07,Characterization_methods,Image_modalities=EBSD; SEM; nanoindentation,EBSD; SEM; nanoindentation,Exact reviewed schema alias: Image_modalities -> Characterization_methods,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx::P006_P010_Master_Extraction
P011,P011_C01,Row_Type,Data_role=Experimental,Experimental,Exact reviewed schema alias: Data_role -> Row_Type,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P011,P011_C01,Composition_basis,Composition_basis_original=at.%,at.%,Exact reviewed schema alias: Composition_basis_original -> Composition_basis,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P011,P011_C01,Characterization_methods,Image_modalities=XRD; SEM; EBSD; TEM; EDS,XRD; SEM; EBSD; TEM; EDS,Exact reviewed schema alias: Image_modalities -> Characterization_methods,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P011,P011_C02,Row_Type,Data_role=Experimental,Experimental,Exact reviewed schema alias: Data_role -> Row_Type,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P011,P011_C02,Composition_basis,Composition_basis_original=at.%,at.%,Exact reviewed schema alias: Composition_basis_original -> Composition_basis,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P011,P011_C02,Characterization_methods,Image_modalities=XRD; SEM; EBSD; TEM; EDS,XRD; SEM; EBSD; TEM; EDS,Exact reviewed schema alias: Image_modalities -> Characterization_methods,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P011,P011_C03,Row_Type,Data_role=Experimental,Experimental,Exact reviewed schema alias: Data_role -> Row_Type,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P011,P011_C03,Composition_basis,Composition_basis_original=at.%,at.%,Exact reviewed schema alias: Composition_basis_original -> Composition_basis,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P011,P011_C03,Characterization_methods,Image_modalities=XRD; SEM; EBSD; TEM; EDS,XRD; SEM; EBSD; TEM; EDS,Exact reviewed schema alias: Image_modalities -> Characterization_methods,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P011,P011_C04,Row_Type,Data_role=Experimental,Experimental,Exact reviewed schema alias: Data_role -> Row_Type,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P011,P011_C04,Composition_basis,Composition_basis_original=at.%,at.%,Exact reviewed schema alias: Composition_basis_original -> Composition_basis,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P011,P011_C04,Characterization_methods,Image_modalities=XRD; SEM; EBSD; TEM; EDS,XRD; SEM; EBSD; TEM; EDS,Exact reviewed schema alias: Image_modalities -> Characterization_methods,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P011,P011_C05,Row_Type,Data_role=Experimental,Experimental,Exact reviewed schema alias: Data_role -> Row_Type,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P011,P011_C05,Composition_basis,Composition_basis_original=at.%,at.%,Exact reviewed schema alias: Composition_basis_original -> Composition_basis,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P011,P011_C05,Characterization_methods,Image_modalities=XRD; SEM; EBSD; TEM; EDS,XRD; SEM; EBSD; TEM; EDS,Exact reviewed schema alias: Image_modalities -> Characterization_methods,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P012,P012_C01,Row_Type,Data_role=Experimental + thermodynamics,Experimental + thermodynamics,Exact reviewed schema alias: Data_role -> Row_Type,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P012,P012_C01,Composition_basis,Composition_basis_original=at.%,at.%,Exact reviewed schema alias: Composition_basis_original -> Composition_basis,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P012,P012_C01,Characterization_methods,Image_modalities=XRD; EBSD; TEM,XRD; EBSD; TEM,Exact reviewed schema alias: Image_modalities -> Characterization_methods,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P012,P012_C02,Row_Type,Data_role=Experimental + thermodynamics,Experimental + thermodynamics,Exact reviewed schema alias: Data_role -> Row_Type,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P012,P012_C02,Composition_basis,Composition_basis_original=at.%,at.%,Exact reviewed schema alias: Composition_basis_original -> Composition_basis,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P012,P012_C02,Characterization_methods,Image_modalities=XRD; EBSD; TEM,XRD; EBSD; TEM,Exact reviewed schema alias: Image_modalities -> Characterization_methods,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P012,P012_C03,Row_Type,Data_role=Experimental + thermodynamics,Experimental + thermodynamics,Exact reviewed schema alias: Data_role -> Row_Type,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P012,P012_C03,Composition_basis,Composition_basis_original=at.%,at.%,Exact reviewed schema alias: Composition_basis_original -> Composition_basis,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P012,P012_C03,Characterization_methods,Image_modalities=XRD; EBSD; TEM,XRD; EBSD; TEM,Exact reviewed schema alias: Image_modalities -> Characterization_methods,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P012,P012_C04,Row_Type,Data_role=Experimental + thermodynamics,Experimental + thermodynamics,Exact reviewed schema alias: Data_role -> Row_Type,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P012,P012_C04,Composition_basis,Composition_basis_original=at.%,at.%,Exact reviewed schema alias: Composition_basis_original -> Composition_basis,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P012,P012_C04,Characterization_methods,Image_modalities=XRD; EBSD; TEM,XRD; EBSD; TEM,Exact reviewed schema alias: Image_modalities -> Characterization_methods,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P012,P012_C05,Row_Type,Data_role=Experimental + thermodynamics,Experimental + thermodynamics,Exact reviewed schema alias: Data_role -> Row_Type,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P012,P012_C05,Composition_basis,Composition_basis_original=at.%,at.%,Exact reviewed schema alias: Composition_basis_original -> Composition_basis,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P012,P012_C05,Characterization_methods,Image_modalities=XRD; EBSD; TEM,XRD; EBSD; TEM,Exact reviewed schema alias: Image_modalities -> Characterization_methods,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P012,P012_C06,Row_Type,Data_role=Experimental + thermodynamics,Experimental + thermodynamics,Exact reviewed schema alias: Data_role -> Row_Type,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P012,P012_C06,Composition_basis,Composition_basis_original=at.%,at.%,Exact reviewed schema alias: Composition_basis_original -> Composition_basis,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P012,P012_C06,Characterization_methods,Image_modalities=XRD; EBSD; TEM,XRD; EBSD; TEM,Exact reviewed schema alias: Image_modalities -> Characterization_methods,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P013,P013_C01,Row_Type,Data_role=Experimental in-situ strain-resolved,Experimental in-situ strain-resolved,Exact reviewed schema alias: Data_role -> Row_Type,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P013,P013_C01,Composition_basis,Composition_basis_original=at.%,at.%,Exact reviewed schema alias: Composition_basis_original -> Composition_basis,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P013,P013_C01,Characterization_methods,Image_modalities=In-situ SXRD; EBSD; OM; SEM,In-situ SXRD; EBSD; OM; SEM,Exact reviewed schema alias: Image_modalities -> Characterization_methods,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
P013,P013_C02,Row_Type,Data_role=Experimental in-situ strain-resolved,Experimental in-situ strain-resolved,Exact reviewed schema alias: Data_role -> Row_Type,EXACT_SCHEMA_ALIAS,Automatic,TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx::P011_P015_Master_Extraction
