Paper_ID,DOI,Study_Series_ID,Material_Parent_ID,ML_Condition_ID,Processing_State_ID,Observation_ID,Record_ID,Feature_Name,Recovered_Value,Units,Evidence_Type,Evidence_Location,Method,Confidence,Recovery_Status,Data_Origin,Source_URL,Predictor_Eligibility,Provenance_Layer,Source_Table
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,Si_at%,5.0,at.%,DIRECT_NOMINAL_OR_LOCAL_EDS_OR_VERIFIED_NA,Sec.2.1; Fig.1e pp.2-3,Nominal composition and scope-separated local EDS review,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,Other_elements,Al1 at.%,as reported,DIRECT_NOMINAL_OR_LOCAL_EDS_OR_VERIFIED_NA,Sec.2.1; Fig.1e pp.2-3,Nominal composition and scope-separated local EDS review,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,Processing_route,"Vacuum arc cast in cold-copper crucible; double-pass friction-stir processing at 350 then 150 rpm, 50.8 mm/min traverse, 3.65 mm plunge, 2 degree tilt, Cu backing plate, and Ar shielding",as reported,DIRECT_PROCESSING_OR_TENSILE_METHODS_TEXT,Sec.2.1 and Sec.2.3,Casting/FSP/annealing and tensile-method mapping,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,Cast_method,Vacuum arc casting in cold-copper crucible,as reported,DIRECT_PROCESSING_OR_TENSILE_METHODS_TEXT,Sec.2.1 and Sec.2.3,Casting/FSP/annealing and tensile-method mapping,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,Test_T_K,UNRESOLVED_NA,K,DIRECT_PROCESSING_OR_TENSILE_METHODS_TEXT,Sec.2.1 and Sec.2.3,Casting/FSP/annealing and tensile-method mapping,High_for_NA_decision,VERIFIED_NA_ROOM_TEMPERATURE_NOT_NUMERICALLY_REPORTED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,Strain_rate_s-1,0.001,s^-1,DIRECT_PROCESSING_OR_TENSILE_METHODS_TEXT,Sec.2.1 and Sec.2.3,Casting/FSP/annealing and tensile-method mapping,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,Gauge_length_mm,5.0,mm,DIRECT_PROCESSING_OR_TENSILE_METHODS_TEXT,Sec.2.1 and Sec.2.3,Casting/FSP/annealing and tensile-method mapping,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,Gauge_width_mm,1.25,mm,DIRECT_PROCESSING_OR_TENSILE_METHODS_TEXT,Sec.2.1 and Sec.2.3,Casting/FSP/annealing and tensile-method mapping,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,Specimen_thickness_mm,1.0,mm,DIRECT_PROCESSING_OR_TENSILE_METHODS_TEXT,Sec.2.1 and Sec.2.3,Casting/FSP/annealing and tensile-method mapping,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,Grain_size_um,0.79,um,DIRECT_PRETEST_EBSD_XRD_OR_QUALITATIVE_MICROSTRUCTURE,Figs.1-3; Sec.3.1-3.2,Pre-test processing-state evidence; no curve digitization,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,Grain_size_SD_um,0.05,um,DIRECT_PRETEST_EBSD_XRD_OR_QUALITATIVE_MICROSTRUCTURE,Figs.1-3; Sec.3.1-3.2,Pre-test processing-state evidence; no curve digitization,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,Initial_FCC_fraction,0.83,fraction,DIRECT_PRETEST_EBSD_XRD_OR_QUALITATIVE_MICROSTRUCTURE,Figs.1-3; Sec.3.1-3.2,Pre-test processing-state evidence; no curve digitization,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,Initial_HCP_fraction,0.17,fraction,DIRECT_PRETEST_EBSD_XRD_OR_QUALITATIVE_MICROSTRUCTURE,Figs.1-3; Sec.3.1-3.2,Pre-test processing-state evidence; no curve digitization,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,SFE_mJ_m2,UNRESOLVED_NA,mJ/m2,THERMODYNAMIC_MODEL_CONTEXT_OR_VERIFIED_CURRENT_PAPER_GAP,Fig.1a; Fig.5f; whole-paper review,Thermo-Calc context without observation override or cross-paper transfer,High_for_NA_decision,VERIFIED_NA_NO_CURRENT_PAPER_ALLOY_SPECIFIC_NUMERIC_SFE,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,CONDITIONAL_CONTEXT_OR_GAP_NOT_DIRECT_NUMERIC_PREDICTOR,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,SFE_method,UNRESOLVED_NA,as reported,THERMODYNAMIC_MODEL_CONTEXT_OR_VERIFIED_CURRENT_PAPER_GAP,Fig.1a; Fig.5f; whole-paper review,Thermo-Calc context without observation override or cross-paper transfer,High_for_NA_decision,VERIFIED_NA_NO_CURRENT_PAPER_ALLOY_SPECIFIC_NUMERIC_SFE,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,CONDITIONAL_CONTEXT_OR_GAP_NOT_DIRECT_NUMERIC_PREDICTOR,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,DeltaG_FCC_HCP_J_mol,UNRESOLVED_NA,J/mol,THERMODYNAMIC_MODEL_CONTEXT_OR_VERIFIED_CURRENT_PAPER_GAP,Fig.1a; Fig.5f; whole-paper review,Thermo-Calc context without observation override or cross-paper transfer,High_for_NA_decision,VERIFIED_NA_NOT_REPORTED_NO_CALCULATION_OR_TRANSFER,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,CONDITIONAL_CONTEXT_OR_GAP_NOT_DIRECT_NUMERIC_PREDICTOR,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,DeltaG_method,UNRESOLVED_NA,as reported,THERMODYNAMIC_MODEL_CONTEXT_OR_VERIFIED_CURRENT_PAPER_GAP,Fig.1a; Fig.5f; whole-paper review,Thermo-Calc context without observation override or cross-paper transfer,High_for_NA_decision,VERIFIED_NA_NOT_REPORTED_NO_CALCULATION_OR_TRANSFER,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,CONDITIONAL_CONTEXT_OR_GAP_NOT_DIRECT_NUMERIC_PREDICTOR,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,Slip,UNRESOLVED_NA,binary,CONDITION_LEVEL_TARGET_EVIDENCE,"Sec.2.3 p.2; Fig.4 p.6; Fig.2c; Sec.3.2 pp.2-4; Fig.4 pp.3,6; Tensile baseline is shown, but current-paper condition-specific post-test mechanism evidence is insufficient for a binary target.",Direct before/after phase evidence or conservative NA decision,High_for_NA_decision,VERIFIED_NA_INSUFFICIENT_CONDITION_SPECIFIC_DIRECT_EVIDENCE,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,TARGET_OR_TARGET_EVIDENCE_NOT_PREDICTOR,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,Uniform_elongation_pct,UNRESOLVED_NA,%,DIRECT_TEXT_OR_VERIFIED_NA_NO_CURVE_DIGITIZATION,"Sec.2.3 p.2; Fig.4 p.6; Fig.2c; Sec.3.2 pp.2-4; Fig.4 pp.3,6; Tensile baseline is shown, but current-paper condition-specific post-test mechanism evidence is insufficient for a binary target.",Tensile-response review with stress/strain basis preserved,High_for_NA_decision,VERIFIED_NA_NOT_EXPLICIT_TEXT_NO_CURVE_DIGITIZATION,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,MECHANICAL_OUTCOME_LEAKAGE,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,Evidence_TRIP,"Tensile baseline is shown, but current-paper condition-specific post-test mechanism evidence is insufficient for a binary target.",as reported,CONDITION_LEVEL_TARGET_EVIDENCE,"Sec.2.3 p.2; Fig.4 p.6; Fig.2c; Sec.3.2 pp.2-4; Fig.4 pp.3,6; Tensile baseline is shown, but current-paper condition-specific post-test mechanism evidence is insufficient for a binary target.",Direct before/after phase evidence or conservative NA decision,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,TARGET_OR_TARGET_EVIDENCE_NOT_PREDICTOR,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,Evidence_TWIP,"Tensile baseline is shown, but current-paper condition-specific post-test mechanism evidence is insufficient for a binary target.",as reported,CONDITION_LEVEL_TARGET_EVIDENCE,"Sec.2.3 p.2; Fig.4 p.6; Fig.2c; Sec.3.2 pp.2-4; Fig.4 pp.3,6; Tensile baseline is shown, but current-paper condition-specific post-test mechanism evidence is insufficient for a binary target.",Direct before/after phase evidence or conservative NA decision,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,TARGET_OR_TARGET_EVIDENCE_NOT_PREDICTOR,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,Characterization_methods,Pre-test XRD+EBSD; tensile/work-hardening curves not digitized,as reported,VERIFIED_MASTER_FIELD_MAPPING,"Sec.2.3 p.2; Fig.4 p.6; Fig.2c; Sec.3.2 pp.2-4; Fig.4 pp.3,6; Tensile baseline is shown, but current-paper condition-specific post-test mechanism evidence is insufficient for a binary target.",Verified workbook-to-master mapping,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,Source_location,"Sec.2.3 p.2; Fig.4 p.6; Fig.2c; Sec.3.2 pp.2-4; Fig.4 pp.3,6; Tensile baseline is shown, but current-paper condition-specific post-test mechanism evidence is insufficient for a binary target.",as reported,VERIFIED_MASTER_FIELD_MAPPING,"Sec.2.3 p.2; Fig.4 p.6; Fig.2c; Sec.3.2 pp.2-4; Fig.4 pp.3,6; Tensile baseline is shown, but current-paper condition-specific post-test mechanism evidence is insufficient for a binary target.",Verified workbook-to-master mapping,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,Label_confidence,High_for_NA_decision,as reported,CONDITION_LEVEL_TARGET_EVIDENCE,"Sec.2.3 p.2; Fig.4 p.6; Fig.2c; Sec.3.2 pp.2-4; Fig.4 pp.3,6; Tensile baseline is shown, but current-paper condition-specific post-test mechanism evidence is insufficient for a binary target.",Direct before/after phase evidence or conservative NA decision,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,TARGET_OR_TARGET_EVIDENCE_NOT_PREDICTOR,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,Notes,Do not infer labels from prior related papers or curve shape alone.,as reported,VERIFIED_MASTER_FIELD_MAPPING,"Sec.2.3 p.2; Fig.4 p.6; Fig.2c; Sec.3.2 pp.2-4; Fig.4 pp.3,6; Tensile baseline is shown, but current-paper condition-specific post-test mechanism evidence is insufficient for a binary target.",Verified workbook-to-master mapping,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
P023,10.1016/j.apmt.2018.09.002,P023_SERIES01,P023_MAT_FE39MN20CO20CR15SI5AL1,P023_MC_DPASS_RT,P023_STATE_DPASS,P023_OBS_DPASS_RT,P023_OBS_DPASS_RT,Parent_Experiment_ID,P023_MC_DPASS_RT,as reported,HIERARCHY_INTEGRATION,P023 tensile-condition and processing-state sheets,Source-defined condition hierarchy and aggregate replicate scope,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.apmt.2018.09.002,IDENTITY_GROUPING_OR_AUDIT_CONTROL,MASTER_FIELD_MAPPING,master_extended_recovery_v17.csv
