Paper_ID,DOI,Study_Series_ID,Material_Parent_ID,ML_Condition_ID,Observation_ID,Record_ID,Feature_Name,Recovered_Value,Units,Evidence_Type,Evidence_Location,Method,Confidence,Recovery_Status,Data_Origin,Source_URL,Predictor_Eligibility,Provenance_Layer
P021,10.1016/j.jallcom.2021.162765,P021_SERIES01,P021_MAT_FE50MN17p5CR12p5CO10NI5SI5,P021_MC_A900_5M_RT_G10,P021_OBS_A900_5M_RT_G10,P021_OBS_A900_5M_RT_G10,Initial_FCC_fraction,UNRESOLVED_NA,fraction,DIRECT_PRETEST_MICROSTRUCTURE,"Results pp.3,6 and Figs.2,3,7","BSE, EBSD, XRD, and pre-test TEM interpretation",High_for_NA_decision,VERIFIED_NA_EXACT_NUMERIC_FCC_FRACTION_NOT_REPORTED,EXPERIMENTAL,https://doi.org/10.1016/j.jallcom.2021.162765,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P021,10.1016/j.jallcom.2021.162765,P021_SERIES01,P021_MAT_FE50MN17p5CR12p5CO10NI5SI5,P021_MC_A900_5M_RT_G10,P021_OBS_A900_5M_RT_G10,P021_OBS_A900_5M_RT_G10,Initial_HCP_fraction,0.0,fraction,DIRECT_PRETEST_MICROSTRUCTURE,"Results pp.3,6 and Figs.2,3,7","BSE, EBSD, XRD, and pre-test TEM interpretation",High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.jallcom.2021.162765,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P021,10.1016/j.jallcom.2021.162765,P021_SERIES01,P021_MAT_FE50MN17p5CR12p5CO10NI5SI5,P021_MC_A900_5M_RT_G10,P021_OBS_A900_5M_RT_G10,P021_OBS_A900_5M_RT_G10,Initial_twin_boundary_status,Abundant annealing twins,as reported,DIRECT_PRETEST_MICROSTRUCTURE,"Results pp.3,6 and Figs.2,3,7","BSE, EBSD, XRD, and pre-test TEM interpretation",High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.jallcom.2021.162765,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P021,10.1016/j.jallcom.2021.162765,P021_SERIES01,P021_MAT_FE50MN17p5CR12p5CO10NI5SI5,P021_MC_A900_5M_RT_G10,P021_OBS_A900_5M_RT_G10,P021_OBS_A900_5M_RT_G10,SFE_mJ_m2,UNRESOLVED_NA,mJ/m2,AUTHOR_INFERENCE_OR_VERIFIED_GAP,Results pp.5-6 and whole-paper review,Source interpretation; no numeric conversion or cross-paper transfer,High_for_NA_decision,VERIFIED_NA_NO_DIRECT_NUMERIC_ALLOY_SPECIFIC_SFE,EXPERIMENTAL,https://doi.org/10.1016/j.jallcom.2021.162765,NOT_SAFE_AS_DIRECT_NUMERIC_SFE,MASTER_FIELD_MAPPING
P021,10.1016/j.jallcom.2021.162765,P021_SERIES01,P021_MAT_FE50MN17p5CR12p5CO10NI5SI5,P021_MC_A900_5M_RT_G10,P021_OBS_A900_5M_RT_G10,P021_OBS_A900_5M_RT_G10,SFE_method,UNRESOLVED_NA,as reported,AUTHOR_INFERENCE_OR_VERIFIED_GAP,Results pp.5-6 and whole-paper review,Source interpretation; no numeric conversion or cross-paper transfer,High_for_NA_decision,VERIFIED_NA_NO_DIRECT_NUMERIC_ALLOY_SPECIFIC_SFE,EXPERIMENTAL,https://doi.org/10.1016/j.jallcom.2021.162765,NOT_SAFE_AS_DIRECT_NUMERIC_SFE,MASTER_FIELD_MAPPING
P021,10.1016/j.jallcom.2021.162765,P021_SERIES01,P021_MAT_FE50MN17p5CR12p5CO10NI5SI5,P021_MC_A900_5M_RT_G10,P021_OBS_A900_5M_RT_G10,P021_OBS_A900_5M_RT_G10,DeltaG_FCC_HCP_J_mol,UNRESOLVED_NA,J/mol,AUTHOR_INFERENCE_OR_VERIFIED_GAP,Results pp.5-6 and whole-paper review,Source interpretation; no numeric conversion or cross-paper transfer,High_for_NA_decision,VERIFIED_NA_NOT_REPORTED_NO_CROSS_PAPER_TRANSFER,EXPERIMENTAL,https://doi.org/10.1016/j.jallcom.2021.162765,NOT_SAFE_AS_DIRECT_NUMERIC_SFE,MASTER_FIELD_MAPPING
P021,10.1016/j.jallcom.2021.162765,P021_SERIES01,P021_MAT_FE50MN17p5CR12p5CO10NI5SI5,P021_MC_A900_5M_RT_G10,P021_OBS_A900_5M_RT_G10,P021_OBS_A900_5M_RT_G10,DeltaG_method,UNRESOLVED_NA,as reported,AUTHOR_INFERENCE_OR_VERIFIED_GAP,Results pp.5-6 and whole-paper review,Source interpretation; no numeric conversion or cross-paper transfer,High_for_NA_decision,VERIFIED_NA_NOT_REPORTED_NO_CROSS_PAPER_TRANSFER,EXPERIMENTAL,https://doi.org/10.1016/j.jallcom.2021.162765,NOT_SAFE_AS_DIRECT_NUMERIC_SFE,MASTER_FIELD_MAPPING
P021,10.1016/j.jallcom.2021.162765,P021_SERIES01,P021_MAT_FE50MN17p5CR12p5CO10NI5SI5,P021_MC_A900_5M_RT_G10,P021_OBS_A900_5M_RT_G10,P021_OBS_A900_5M_RT_G10,Lattice_parameter_nm,0.358,nm,DIRECT_PRETEST_MICROSTRUCTURE,"Results pp.3,6 and Figs.2,3,7","BSE, EBSD, XRD, and pre-test TEM interpretation",High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.jallcom.2021.162765,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P021,10.1016/j.jallcom.2021.162765,P021_SERIES01,P021_MAT_FE50MN17p5CR12p5CO10NI5SI5,P021_MC_A900_5M_RT_G10,P021_OBS_A900_5M_RT_G10,P021_OBS_A900_5M_RT_G10,Slip,UNRESOLVED_NA,binary,CONDITION_LEVEL_TARGET_DECISION,"Methods pp.2-3; Fig.2; Fig.4; Results pp.3,6; Figs.2,3,7; Fig.4 inset tables p.4; Mechanical curve is available, but the direct phase/twin characterization in the paper is not resolved to this 10 um condition.",Condition-specific EBSD/XRD/TEM evidence or conservative NA review,High_for_NA_decision,VERIFIED_NA_INSUFFICIENT_CONDITION_LEVEL_TARGET_EVIDENCE,EXPERIMENTAL,https://doi.org/10.1016/j.jallcom.2021.162765,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P021,10.1016/j.jallcom.2021.162765,P021_SERIES01,P021_MAT_FE50MN17p5CR12p5CO10NI5SI5,P021_MC_A900_5M_RT_G10,P021_OBS_A900_5M_RT_G10,P021_OBS_A900_5M_RT_G10,HCP_fraction_at_condition,UNRESOLVED_NA,fraction,DIRECT_POST_TEST_TARGET_EVIDENCE,"Figs.5,6b,7b,7d pp.5-8","Condition-specific XRD, EBSD, and TEM/SAD",High_for_NA_decision,VERIFIED_NA_NO_CONDITION_SPECIFIC_POSTFRACTURE_FRACTION,EXPERIMENTAL,https://doi.org/10.1016/j.jallcom.2021.162765,,MASTER_FIELD_MAPPING
P021,10.1016/j.jallcom.2021.162765,P021_SERIES01,P021_MAT_FE50MN17p5CR12p5CO10NI5SI5,P021_MC_A900_5M_RT_G10,P021_OBS_A900_5M_RT_G10,P021_OBS_A900_5M_RT_G10,YS_MPa,310.0,MPa,DIRECT_AGGREGATE_TENSILE_OUTCOME,Fig.4 inset tables p.4,Average engineering tensile response from at least three specimens,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.jallcom.2021.162765,MECHANICAL_OUTCOME_LEAKAGE,MASTER_FIELD_MAPPING
P021,10.1016/j.jallcom.2021.162765,P021_SERIES01,P021_MAT_FE50MN17p5CR12p5CO10NI5SI5,P021_MC_A900_5M_RT_G10,P021_OBS_A900_5M_RT_G10,P021_OBS_A900_5M_RT_G10,UTS_MPa,769.0,MPa,DIRECT_AGGREGATE_TENSILE_OUTCOME,Fig.4 inset tables p.4,Average engineering tensile response from at least three specimens,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.jallcom.2021.162765,MECHANICAL_OUTCOME_LEAKAGE,MASTER_FIELD_MAPPING
P021,10.1016/j.jallcom.2021.162765,P021_SERIES01,P021_MAT_FE50MN17p5CR12p5CO10NI5SI5,P021_MC_A900_5M_RT_G10,P021_OBS_A900_5M_RT_G10,P021_OBS_A900_5M_RT_G10,Elongation_pct,63.0,%,DIRECT_AGGREGATE_TENSILE_OUTCOME,Fig.4 inset tables p.4,Average engineering tensile response from at least three specimens,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.jallcom.2021.162765,MECHANICAL_OUTCOME_LEAKAGE,MASTER_FIELD_MAPPING
P021,10.1016/j.jallcom.2021.162765,P021_SERIES01,P021_MAT_FE50MN17p5CR12p5CO10NI5SI5,P021_MC_A900_5M_RT_G10,P021_OBS_A900_5M_RT_G10,P021_OBS_A900_5M_RT_G10,Evidence_TRIP,"Mechanical curve is available, but the direct phase/twin characterization in the paper is not resolved to this 10 um condition.",as reported,CONDITION_LEVEL_TARGET_DECISION,"Methods pp.2-3; Fig.2; Fig.4; Results pp.3,6; Figs.2,3,7; Fig.4 inset tables p.4; Mechanical curve is available, but the direct phase/twin characterization in the paper is not resolved to this 10 um condition.",Condition-specific EBSD/XRD/TEM evidence or conservative NA review,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.jallcom.2021.162765,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P021,10.1016/j.jallcom.2021.162765,P021_SERIES01,P021_MAT_FE50MN17p5CR12p5CO10NI5SI5,P021_MC_A900_5M_RT_G10,P021_OBS_A900_5M_RT_G10,P021_OBS_A900_5M_RT_G10,Evidence_TWIP,Do not infer TRIP/TWIP from work-hardening plateau alone.,as reported,CONDITION_LEVEL_TARGET_DECISION,"Methods pp.2-3; Fig.2; Fig.4; Results pp.3,6; Figs.2,3,7; Fig.4 inset tables p.4; Mechanical curve is available, but the direct phase/twin characterization in the paper is not resolved to this 10 um condition.",Condition-specific EBSD/XRD/TEM evidence or conservative NA review,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.jallcom.2021.162765,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
P021,10.1016/j.jallcom.2021.162765,P021_SERIES01,P021_MAT_FE50MN17p5CR12p5CO10NI5SI5,P021_MC_A900_5M_RT_G10,P021_OBS_A900_5M_RT_G10,P021_OBS_A900_5M_RT_G10,Characterization_methods,BSE; EBSD; XRD,as reported,VERIFIED_MASTER_FIELD_MAPPING,"Methods pp.2-3; Fig.2; Fig.4; Results pp.3,6; Figs.2,3,7; Fig.4 inset tables p.4; Mechanical curve is available, but the direct phase/twin characterization in the paper is not resolved to this 10 um condition.",Verified workbook-to-master mapping,High_for_NA_decision,VERIFIED,EXPERIMENTAL,https://doi.org/10.1016/j.jallcom.2021.162765,AUDIT_SCOPE_DEPENDENT,MASTER_FIELD_MAPPING
