Paper_ID,DOI,Paper_Title,Condition_ID,Experiment_Group_ID,Original_Experiment_Group_ID,Row_Type,Alloy_ID,Original_Composition,Composition_basis,Fe_at%,Mn_at%,Co_at%,Cr_at%,Ni_at%,N_at%,C_at%,Mo_at%,Si_at%,Ti_at%,V_at%,Other_elements,Processing_route,Cast_method,Homogenization_T_K,Homogenization_time_h,Hot_rolling_T_K,Hot_rolling_reduction_pct,Cold_rolling_reduction_pct,Annealing_T_K,Annealing_time_min,Cooling_route,Test_T_K,Strain_rate_s-1,Gauge_length_mm,Gauge_width_mm,Specimen_thickness_mm,True_strain,Local_strain,Deformation_stage,Grain_size_um,Grain_size_SD_um,Initial_FCC_fraction,Initial_HCP_fraction,Initial_twin_boundary_status,SFE_mJ_m2,SFE_error_mJ_m2,SFE_method,DeltaG_FCC_HCP_J_mol,DeltaG_method,Elastic_modulus_GPa,Shear_modulus_GPa,Poisson_ratio,Lattice_parameter_nm,Atomic_size_misfit_pct,CSRO_present,TRIP,TWIP,Slip,Stacking_faulting,HCP_to_FCC_reversion,Dominant_mechanism,HCP_fraction_at_condition,Twin_fraction_or_Sigma3,Twin_thickness_nm,HCP_lath_or_lamella_note,YS_MPa,YS_error_MPa,UTS_MPa,UTS_error_MPa,Elongation_pct,Elongation_error_pct,Uniform_elongation_pct,Critical_twin_stress_MPa,Critical_TRIP_stress_MPa,Twin_onset_true_strain,TRIP_onset_true_strain,Adiabatic_temperature_K,SFE_increase_dynamic_mJ_m2,Evidence_TRIP,Evidence_TWIP,Characterization_methods,Image_usable_for_descriptors,Source_location,Label_confidence,Notes,Unmapped_Fields,Source_File,Source_Sheet,Schema_Mapping_Review,QC_Status,Requires_Manual_Review,Row_Role,Target_Review_Status,Schema_Review_Status,Parent_Experiment_ID,ML_Condition_ID,Observation_ID,Data_Origin,Observation_Role,Deformation_Stage_ID,Grouping_Review_Required,Grouping_Confidence,Grouping_Reason,Recovered_Grain_size_um,Recovered_ISFE_DFT_0K_mJ_m2,Recovered_DeltaG_FCC_HCP_300K_J_mol,Recovered_YS_MPa,Recovered_UTS_MPa,Recovered_Elongation_pct,Recovered_Uniform_elongation_pct,Recovered_Initial_FCC_fraction,Recovered_Initial_HCP_fraction,Recovered_TRIP,Recovered_TWIP,Recovered_Recrystallized_fraction,Recovered_SFE_assumed_for_calculation_mJ_m2,Recovery_Provenance_JSON,Target_Correction_TRIP,Target_Correction_TWIP,Resolution_Provenance_JSON,Effective_TRIP,Effective_TWIP
P002,10.1016/j.msea.2020.140441,A TWIP-TRIP quinary high-entropy alloy: tuning phase stability and microstructure for enhanced mechanical properties,P002_C03,P002_G01,P002_G01,Processing/tensile condition,Fe40Mn10Co20Cr20Ni10,Fe40Mn10Co20Cr20Ni10,at.%,40.0,10.0,20.0,20.0,10.0,,,,,,,,Vacuum induction cast; hot rolled 900C 50%; homogenized 1200C/2h Ar; water quenched; cold rolled 70%; annealed 30 min,Vacuum induction melting,1473.0,2.0,1173.0,50.0,70.0,873.0,30.0,Water quench,298.0,0.001,10.0,2.5,1.25,,,final tensile,,,1.0,0.0,initial FCC; annealing twins in recrystallized regions,14.0,,estimated/calculated in paper,-292.0,Thermo-Calc TCFE7,,,,,,,0.0,0.0,1,,0,TRIP/TWIP hindered; limited dislocation slip dominates due to high non-recrystallized zone fraction,,,,,1060.0,,,,,,,,,,,,,EBSD/TEM evidence for FCC→HCP where activated,TEM/EBSD evidence for nano-twinning where activated,EBSD; XRD; EDS; TEM; HAADF-STEM; DIC,Yes,Abstract; Methods; Fig. 1-6; mechanical-property discussion,High,Non-recrystallized zones ~87 vol.%. ΔG_FCC→HCP = -292 J/mol.,,TRIP_TWIP_First5_FULL_EXTRACTION.xlsx,First5_Master_Extraction,,SAFE_QC_COMPLETE_MANUAL_REVIEW_REMAINS,True,EXPERIMENTAL_INDEPENDENT,REVIEW_REQUIRED,CANONICAL_OR_SAFE_ALIAS,P002_PE03,P002_MC03,OBS011,EXPERIMENTAL,INDEPENDENT_CONDITION,,0,HIGH,Distinct extracted condition retained as a conservative parent; no cross-row specimen linkage is documented.,,,,,,,,,,,,,,,,,,0.0,0.0
P002,10.1016/j.msea.2020.140441,A TWIP-TRIP quinary high-entropy alloy: tuning phase stability and microstructure for enhanced mechanical properties,P002_C04,P002_G_REF,P002_G_REF,Reference comparator,Fe20Mn20Co20Cr20Ni20,Reference equiatomic HEA in paper,at.%,20.0,20.0,20.0,20.0,20.0,,,,,,,,"Reference comparator, similar grain size",,,,,,,,,,298.0,,,,,,,reference tensile,4.5,,1.0,0.0,,,,,,,,,,,,,,,,,Reference equiatomic HEA,,,,,349,,657.0,,59.9,,,,,,,,,Reference comparator only,Reference comparator only,reported in abstract comparison,No,Abstract,Medium,Use only as comparator; not a core TRIP/TWIP condition.,,,TRIP_TWIP_First5_FULL_EXTRACTION.xlsx,First5_Master_Extraction,,SAFE_QC_COMPLETE_MANUAL_REVIEW_REMAINS,True,EXPERIMENTAL_SUMMARY,REVIEW_REQUIRED,CANONICAL_OR_SAFE_ALIAS,P002_PE04,P002_MC04,OBS012,EXPERIMENTAL,SUMMARY,,0,HIGH,Reference summary is retained but is not an independent condition.,,,,,,,,,,,,,,,,,,,
P002,10.1016/j.msea.2020.140441,A TWIP-TRIP quinary high-entropy alloy: tuning phase stability and microstructure for enhanced mechanical properties,P002_C05,P002_G_DESIGN,P002_G_DESIGN,Alloy-design descriptor,Fe40Mn10Co20Cr20Ni10,Fe40Mn10Co20Cr20Ni10,at.%,40.0,10.0,20.0,20.0,10.0,,,,,,,,CALPHAD design condition,,,,,,,,,,,,,,,,,thermodynamic design,,,1.0,0.0,,14.0,,estimated/calculated in paper,-292.0,Thermo-Calc TCFE7,,,,,,,,,Targeted phase stability for TRIP/TWIP activation,,,,,,,,,,,,,,,Thermo-Calc design criterion,Not a deformation row,Thermo-Calc; alloy design,No,Methods section 2.1,High,Keep this row for descriptor provenance; exclude from ML training labels.,,,,,,,,TRIP_TWIP_First5_FULL_EXTRACTION.xlsx,First5_Master_Extraction,,SAFE_QC_COMPLETE_MANUAL_REVIEW_REMAINS,True,EXPERIMENTAL_SUMMARY,REVIEW_REQUIRED,CANONICAL_OR_SAFE_ALIAS,P002_PE05,P002_MC05,OBS013,CALPHAD,COMPUTATIONAL_CONDITION,,0,HIGH,Computational condition is isolated from experimental parents and experimental condition counts.,,,,,,,,,,,,,,,,,,,
P003,10.1016/j.msea.2020.138982,The effect of strain rate on mechanical properties and microstructure of a metastable FeMnCoCr high entropy alloy,P003_C01,P003_G01,P003_G01,Strain-rate tensile condition,Fe50Mn30Co10Cr10,Fe50Mn30Co10Cr10,at.%,50.0,30.0,10.0,10.0,0.0,,,,,,,,Vacuum cast in Ar; hot-forged 1200C; hot-rolled 900C 50%; solution 1200C/2h; cold-rolled 60%; annealed 900C/3min salt bath; air cooled,Vacuum melting,1473.0,2.0,1173.0,50.0,60.0,1173.0,3.0,air cooling,300.0,0.001,20.0,,,,,tensile at selected strain rate,4.5,,0.63,0.37,Initial dual phase FCC+HCP; no elemental segregation at grain scale,6.5,,reported/estimated; dynamic includes +13 mJ/m2 adiabatic increase,,,139.0,,,,,,1.0,1.0,1,1.0,1,quasi-static: martensitic transformation dominant; TRIP+TWIP+B-TRIP,0.47,,,"At 50% cross-section reduction: HCP fraction 47%, 24%, 18% for 10^-3, 1, 10^3 s^-1 respectively",280.0,,720.0,,,,64.2,322,520,0.05,0.16,,,EBSD/TEM show deformation-induced martensite and reverse transformation depending on strain rate,TEM identifies deformation twins; dynamic loading makes twinning dominant at later strain,Tensile; DSC; dilatometry; SEM/EBSD; TEM,Yes,Abstract; Methods; Figs. 1-7; Table 1; discussion,High,Exact properties for intermediate strain rates should be digitized/checked from Table 1/Fig. 2; blanks intentionally retained.,,TRIP_TWIP_First5_FULL_EXTRACTION.xlsx,First5_Master_Extraction,,SAFE_QC_COMPLETE_MANUAL_REVIEW_REMAINS,True,EXPERIMENTAL_INDEPENDENT,REVIEW_REQUIRED,CANONICAL_OR_SAFE_ALIAS,P003_PE01,P003_MC01,OBS014,EXPERIMENTAL,INDEPENDENT_CONDITION,,0,HIGH,Distinct extracted condition retained as a conservative parent; no cross-row specimen linkage is documented.,,,,,,,,,,,,,,,,,,1.0,1.0
P003,10.1016/j.msea.2020.138982,The effect of strain rate on mechanical properties and microstructure of a metastable FeMnCoCr high entropy alloy,P003_C02,P003_G01,P003_G01,Strain-rate tensile condition,Fe50Mn30Co10Cr10,Fe50Mn30Co10Cr10,at.%,50.0,30.0,10.0,10.0,0.0,,,,,,,,Vacuum cast in Ar; hot-forged 1200C; hot-rolled 900C 50%; solution 1200C/2h; cold-rolled 60%; annealed 900C/3min salt bath; air cooled,Vacuum melting,1473.0,2.0,1173.0,50.0,60.0,1173.0,3.0,air cooling,300.0,0.01,20.0,,,,,tensile at selected strain rate,4.5,,0.63,0.37,Initial dual phase FCC+HCP; no elemental segregation at grain scale,6.5,,reported/estimated; dynamic includes +13 mJ/m2 adiabatic increase,,,,,,,,,,,1,1.0,,tested strain-rate condition; exact properties require digitization from Fig. 2/Table 1,,,,,,,,,,,,,,,,,,EBSD/TEM show deformation-induced martensite and reverse transformation depending on strain rate,TEM identifies deformation twins; dynamic loading makes twinning dominant at later strain,Tensile; DSC; dilatometry; SEM/EBSD; TEM,Yes,Abstract; Methods; Figs. 1-7; Table 1; discussion,Medium,Exact properties for intermediate strain rates should be digitized/checked from Table 1/Fig. 2; blanks intentionally retained.,,TRIP_TWIP_First5_FULL_EXTRACTION.xlsx,First5_Master_Extraction,,SAFE_QC_COMPLETE_MANUAL_REVIEW_REMAINS,True,EXPERIMENTAL_INDEPENDENT,REVIEW_REQUIRED,CANONICAL_OR_SAFE_ALIAS,P003_PE02,P003_MC02,OBS015,EXPERIMENTAL,INDEPENDENT_CONDITION,,0,HIGH,Distinct extracted condition retained as a conservative parent; no cross-row specimen linkage is documented.,,,,,,,,,,,,,,,,,,,
P003,10.1016/j.msea.2020.138982,The effect of strain rate on mechanical properties and microstructure of a metastable FeMnCoCr high entropy alloy,P003_C03,P003_G01,P003_G01,Strain-rate tensile condition,Fe50Mn30Co10Cr10,Fe50Mn30Co10Cr10,at.%,50.0,30.0,10.0,10.0,0.0,,,,,,,,Vacuum cast in Ar; hot-forged 1200C; hot-rolled 900C 50%; solution 1200C/2h; cold-rolled 60%; annealed 900C/3min salt bath; air cooled,Vacuum melting,1473.0,2.0,1173.0,50.0,60.0,1173.0,3.0,air cooling,300.0,0.1,20.0,,,,,tensile at selected strain rate,4.5,,0.63,0.37,Initial dual phase FCC+HCP; no elemental segregation at grain scale,6.5,,reported/estimated; dynamic includes +13 mJ/m2 adiabatic increase,,,,,,,,,,,1,1.0,,tested strain-rate condition; exact properties require digitization from Fig. 2/Table 1,,,,,,,,,,,,,,,,,,EBSD/TEM show deformation-induced martensite and reverse transformation depending on strain rate,TEM identifies deformation twins; dynamic loading makes twinning dominant at later strain,Tensile; DSC; dilatometry; SEM/EBSD; TEM,Yes,Abstract; Methods; Figs. 1-7; Table 1; discussion,Medium,Exact properties for intermediate strain rates should be digitized/checked from Table 1/Fig. 2; blanks intentionally retained.,,TRIP_TWIP_First5_FULL_EXTRACTION.xlsx,First5_Master_Extraction,,SAFE_QC_COMPLETE_MANUAL_REVIEW_REMAINS,True,EXPERIMENTAL_INDEPENDENT,REVIEW_REQUIRED,CANONICAL_OR_SAFE_ALIAS,P003_PE03,P003_MC03,OBS016,EXPERIMENTAL,INDEPENDENT_CONDITION,,0,HIGH,Distinct extracted condition retained as a conservative parent; no cross-row specimen linkage is documented.,,,,,,,,,,,,,,,,,,,
P003,10.1016/j.msea.2020.138982,The effect of strain rate on mechanical properties and microstructure of a metastable FeMnCoCr high entropy alloy,P003_C04,P003_G01,P003_G01,Strain-rate tensile condition,Fe50Mn30Co10Cr10,Fe50Mn30Co10Cr10,at.%,50.0,30.0,10.0,10.0,0.0,,,,,,,,Vacuum cast in Ar; hot-forged 1200C; hot-rolled 900C 50%; solution 1200C/2h; cold-rolled 60%; annealed 900C/3min salt bath; air cooled,Vacuum melting,1473.0,2.0,1173.0,50.0,60.0,1173.0,3.0,air cooling,300.0,1.0,20.0,,,,,tensile at selected strain rate,4.5,,0.63,0.37,Initial dual phase FCC+HCP; no elemental segregation at grain scale,6.5,,reported/estimated; dynamic includes +13 mJ/m2 adiabatic increase,,,,,,,,,1.0,1.0,1,1.0,1,transition state; TRIP/TWIP mixed,0.24,,,"At 50% cross-section reduction: HCP fraction 47%, 24%, 18% for 10^-3, 1, 10^3 s^-1 respectively",300.0,,672.0,,,,49.2,,,,,,,EBSD/TEM show deformation-induced martensite and reverse transformation depending on strain rate,TEM identifies deformation twins; dynamic loading makes twinning dominant at later strain,Tensile; DSC; dilatometry; SEM/EBSD; TEM,Yes,Abstract; Methods; Figs. 1-7; Table 1; discussion,High,Exact properties for intermediate strain rates should be digitized/checked from Table 1/Fig. 2; blanks intentionally retained.,,TRIP_TWIP_First5_FULL_EXTRACTION.xlsx,First5_Master_Extraction,,SAFE_QC_COMPLETE_MANUAL_REVIEW_REMAINS,True,EXPERIMENTAL_INDEPENDENT,REVIEW_REQUIRED,CANONICAL_OR_SAFE_ALIAS,P003_PE04,P003_MC04,OBS017,EXPERIMENTAL,INDEPENDENT_CONDITION,,0,HIGH,Distinct extracted condition retained as a conservative parent; no cross-row specimen linkage is documented.,,,,,,,,,,,,,,,,,,1.0,1.0
P003,10.1016/j.msea.2020.138982,The effect of strain rate on mechanical properties and microstructure of a metastable FeMnCoCr high entropy alloy,P003_C05,P003_G01,P003_G01,Strain-rate tensile condition,Fe50Mn30Co10Cr10,Fe50Mn30Co10Cr10,at.%,50.0,30.0,10.0,10.0,0.0,,,,,,,,Vacuum cast in Ar; hot-forged 1200C; hot-rolled 900C 50%; solution 1200C/2h; cold-rolled 60%; annealed 900C/3min salt bath; air cooled,Vacuum melting,1473.0,2.0,1173.0,50.0,60.0,1173.0,3.0,air cooling,300.0,10.0,15.0,,,,,tensile at selected strain rate,4.5,,0.63,0.37,Initial dual phase FCC+HCP; no elemental segregation at grain scale,6.5,,reported/estimated; dynamic includes +13 mJ/m2 adiabatic increase,,,,,,,,,,,1,1.0,,tested strain-rate condition; exact properties require digitization from Fig. 2/Table 1,,,,,,,,,,,,,,,,,,EBSD/TEM show deformation-induced martensite and reverse transformation depending on strain rate,TEM identifies deformation twins; dynamic loading makes twinning dominant at later strain,Tensile; DSC; dilatometry; SEM/EBSD; TEM,Yes,Abstract; Methods; Figs. 1-7; Table 1; discussion,Medium,Exact properties for intermediate strain rates should be digitized/checked from Table 1/Fig. 2; blanks intentionally retained.,,TRIP_TWIP_First5_FULL_EXTRACTION.xlsx,First5_Master_Extraction,,SAFE_QC_COMPLETE_MANUAL_REVIEW_REMAINS,True,EXPERIMENTAL_INDEPENDENT,REVIEW_REQUIRED,CANONICAL_OR_SAFE_ALIAS,P003_PE05,P003_MC05,OBS018,EXPERIMENTAL,INDEPENDENT_CONDITION,,0,HIGH,Distinct extracted condition retained as a conservative parent; no cross-row specimen linkage is documented.,,,,,,,,,,,,,,,,,,,
P003,10.1016/j.msea.2020.138982,The effect of strain rate on mechanical properties and microstructure of a metastable FeMnCoCr high entropy alloy,P003_C06,P003_G01,P003_G01,Strain-rate tensile condition,Fe50Mn30Co10Cr10,Fe50Mn30Co10Cr10,at.%,50.0,30.0,10.0,10.0,0.0,,,,,,,,Vacuum cast in Ar; hot-forged 1200C; hot-rolled 900C 50%; solution 1200C/2h; cold-rolled 60%; annealed 900C/3min salt bath; air cooled,Vacuum melting,1473.0,2.0,1173.0,50.0,60.0,1173.0,3.0,air cooling,300.0,100.0,15.0,,,,,tensile at selected strain rate,4.5,,0.63,0.37,Initial dual phase FCC+HCP; no elemental segregation at grain scale,6.5,,reported/estimated; dynamic includes +13 mJ/m2 adiabatic increase,,,,,,,,,,,1,1.0,,tested strain-rate condition; exact properties require digitization from Fig. 2/Table 1,,,,,,,,,,,,,,,,,,EBSD/TEM show deformation-induced martensite and reverse transformation depending on strain rate,TEM identifies deformation twins; dynamic loading makes twinning dominant at later strain,Tensile; DSC; dilatometry; SEM/EBSD; TEM,Yes,Abstract; Methods; Figs. 1-7; Table 1; discussion,Medium,Exact properties for intermediate strain rates should be digitized/checked from Table 1/Fig. 2; blanks intentionally retained.,,TRIP_TWIP_First5_FULL_EXTRACTION.xlsx,First5_Master_Extraction,,SAFE_QC_COMPLETE_MANUAL_REVIEW_REMAINS,True,EXPERIMENTAL_INDEPENDENT,REVIEW_REQUIRED,CANONICAL_OR_SAFE_ALIAS,P003_PE06,P003_MC06,OBS019,EXPERIMENTAL,INDEPENDENT_CONDITION,,0,HIGH,Distinct extracted condition retained as a conservative parent; no cross-row specimen linkage is documented.,,,,,,,,,,,,,,,,,,,
P003,10.1016/j.msea.2020.138982,The effect of strain rate on mechanical properties and microstructure of a metastable FeMnCoCr high entropy alloy,P003_C07,P003_G01,P003_G01,Strain-rate tensile condition,Fe50Mn30Co10Cr10,Fe50Mn30Co10Cr10,at.%,50.0,30.0,10.0,10.0,0.0,,,,,,,,Vacuum cast in Ar; hot-forged 1200C; hot-rolled 900C 50%; solution 1200C/2h; cold-rolled 60%; annealed 900C/3min salt bath; air cooled,Vacuum melting,1473.0,2.0,1173.0,50.0,60.0,1173.0,3.0,air cooling,300.0,1000.0,15.0,,,,,tensile at selected strain rate,4.5,,0.63,0.37,Initial dual phase FCC+HCP; no elemental segregation at grain scale,19.5,,reported/estimated; dynamic includes +13 mJ/m2 adiabatic increase,,,,,,,,,1.0,1.0,1,1.0,1,dynamic: low-strain TRIP then TWIP-dominant; reverse HCP→FCC,0.18,,,"At 50% cross-section reduction: HCP fraction 47%, 24%, 18% for 10^-3, 1, 10^3 s^-1 respectively",380.0,,810.0,,,,67.0,322,520,0.007,0.1,420,13,EBSD/TEM show deformation-induced martensite and reverse transformation depending on strain rate,TEM identifies deformation twins; dynamic loading makes twinning dominant at later strain,Tensile; DSC; dilatometry; SEM/EBSD; TEM,Yes,Abstract; Methods; Figs. 1-7; Table 1; discussion,High,Exact properties for intermediate strain rates should be digitized/checked from Table 1/Fig. 2; blanks intentionally retained.,,TRIP_TWIP_First5_FULL_EXTRACTION.xlsx,First5_Master_Extraction,,SAFE_QC_COMPLETE_MANUAL_REVIEW_REMAINS,True,EXPERIMENTAL_INDEPENDENT,REVIEW_REQUIRED,CANONICAL_OR_SAFE_ALIAS,P003_PE07,P003_MC07,OBS020,EXPERIMENTAL,INDEPENDENT_CONDITION,,0,HIGH,Distinct extracted condition retained as a conservative parent; no cross-row specimen linkage is documented.,,,,,,,,,,,,,,,,,,1.0,1.0
P004,10.1016/j.msea.2026.150025,Sequential activation of TRIP and TWIP enables multi-stage hardening in a metastable FeMnCoCrN high-entropy alloy at elevated temperature,P004_C01,P004_G01,P004_G01,Interrupted strain stage,Fe46Mn35.5Co9Cr9N0.5,Fe46Mn35.5Co9Cr9N0.5 at.%; Fe45.8Mn35.4Co9.92Cr8.74N0.14 wt.%,at.%,46.0,35.5,9.0,9.0,0.0,0.5,,,,,,,Vacuum induction melting from 99.99% feedstock; two VAR cycles; as-cast; preheated 400C/10min before tensile,VIM + 2x VAR,,,,,,,,water quench immediately after deformation,673.0,0.001,25.0,,1.0,0.08,,Stage I,690.0,,1.0,0.0,single-phase FCC matrix with Fe/Mn partitioning and local metastability,,,,,,,,,,,,1.0,0.0,1,1.0,0,planar slip + early TRIP; HCP forms,0.22,,,HCP increased to ~22% by end of Stage I,,,,,,,,,,,,,,,XRD phase fraction + EBSD phase maps track FCC/HCP evolution,EBSD IPF/boundary/KAM maps; Σ3 twin boundaries and twin-twin interactions,XRD; EBSD phase/IPF/boundary/KAM/pole figure; EPMA; high-temperature tensile,Yes,Methods; Fig. 1-2; Results/discussion,High,,TRIP_TWIP_First5_FULL_EXTRACTION.xlsx,First5_Master_Extraction,,SAFE_QC_COMPLETE_MANUAL_REVIEW_REMAINS,True,EXPERIMENTAL_REPEATED_STAGE,REVIEW_REQUIRED,CANONICAL_OR_SAFE_ALIAS,P004_PE01,P004_MC01,OBS021,EXPERIMENTAL,REPEATED_STAGE,P004_MC01_DS01,0,HIGH,Extracted stage metadata identifies observations from one interrupted or in-situ tensile series.,,,,,,,,,,,,,,,,,,1.0,0.0
P004,10.1016/j.msea.2026.150025,Sequential activation of TRIP and TWIP enables multi-stage hardening in a metastable FeMnCoCrN high-entropy alloy at elevated temperature,P004_C02,P004_G01,P004_G01,Interrupted strain stage,Fe46Mn35.5Co9Cr9N0.5,Fe46Mn35.5Co9Cr9N0.5 at.%; Fe45.8Mn35.4Co9.92Cr8.74N0.14 wt.%,at.%,46.0,35.5,9.0,9.0,0.0,0.5,,,,,,,Vacuum induction melting from 99.99% feedstock; two VAR cycles; as-cast; preheated 400C/10min before tensile,VIM + 2x VAR,,,,,,,,water quench immediately after deformation,673.0,0.001,25.0,,1.0,0.11,,Stage II,690.0,,1.0,0.0,single-phase FCC matrix with Fe/Mn partitioning and local metastability,,,,,,,,,,,,1.0,0.0,1,1.0,0,TRIP; HCP lath thickening; first WHR peak,0.37,,,HCP rises to ~37% by completion of Stage II,,,,,,,,,,,,,,,XRD phase fraction + EBSD phase maps track FCC/HCP evolution,EBSD IPF/boundary/KAM maps; Σ3 twin boundaries and twin-twin interactions,XRD; EBSD phase/IPF/boundary/KAM/pole figure; EPMA; high-temperature tensile,Yes,Methods; Fig. 1-2; Results/discussion,High,,TRIP_TWIP_First5_FULL_EXTRACTION.xlsx,First5_Master_Extraction,,SAFE_QC_COMPLETE_MANUAL_REVIEW_REMAINS,True,EXPERIMENTAL_REPEATED_STAGE,REVIEW_REQUIRED,CANONICAL_OR_SAFE_ALIAS,P004_PE01,P004_MC01,OBS022,EXPERIMENTAL,REPEATED_STAGE,P004_MC01_DS02,0,HIGH,Extracted stage metadata identifies observations from one interrupted or in-situ tensile series.,,,,,,,,,,,,,,,,,,1.0,0.0
P004,10.1016/j.msea.2026.150025,Sequential activation of TRIP and TWIP enables multi-stage hardening in a metastable FeMnCoCrN high-entropy alloy at elevated temperature,P004_C03,P004_G01,P004_G01,Interrupted strain stage,Fe46Mn35.5Co9Cr9N0.5,Fe46Mn35.5Co9Cr9N0.5 at.%; Fe45.8Mn35.4Co9.92Cr8.74N0.14 wt.%,at.%,46.0,35.5,9.0,9.0,0.0,0.5,,,,,,,Vacuum induction melting from 99.99% feedstock; two VAR cycles; as-cast; preheated 400C/10min before tensile,VIM + 2x VAR,,,,,,,,water quench immediately after deformation,673.0,0.001,25.0,,1.0,0.18,,Stage III,690.0,,1.0,0.0,single-phase FCC matrix with Fe/Mn partitioning and local metastability,,,,,,,,,,,,1.0,1.0,1,1.0,1,TWIP initiation in untransformed FCC + partial HCP→FCC reversion,,,,moderate HCP reduction; twinning confirmed by Σ3 boundaries,,,,,,,,,,,,,,,XRD phase fraction + EBSD phase maps track FCC/HCP evolution,EBSD IPF/boundary/KAM maps; Σ3 twin boundaries and twin-twin interactions,XRD; EBSD phase/IPF/boundary/KAM/pole figure; EPMA; high-temperature tensile,Yes,Methods; Fig. 1-2; Results/discussion,High,,TRIP_TWIP_First5_FULL_EXTRACTION.xlsx,First5_Master_Extraction,,SAFE_QC_COMPLETE,False,EXPERIMENTAL_REPEATED_STAGE,NO_FLAG,CANONICAL_OR_SAFE_ALIAS,P004_PE01,P004_MC01,OBS023,EXPERIMENTAL,REPEATED_STAGE,P004_MC01_DS03,0,HIGH,Extracted stage metadata identifies observations from one interrupted or in-situ tensile series.,,,,,,,,,,,,,,,,,,1.0,1.0
P004,10.1016/j.msea.2026.150025,Sequential activation of TRIP and TWIP enables multi-stage hardening in a metastable FeMnCoCrN high-entropy alloy at elevated temperature,P004_C04,P004_G01,P004_G01,Interrupted strain stage,Fe46Mn35.5Co9Cr9N0.5,Fe46Mn35.5Co9Cr9N0.5 at.%; Fe45.8Mn35.4Co9.92Cr8.74N0.14 wt.%,at.%,46.0,35.5,9.0,9.0,0.0,0.5,,,,,,,Vacuum induction melting from 99.99% feedstock; two VAR cycles; as-cast; preheated 400C/10min before tensile,VIM + 2x VAR,,,,,,,,water quench immediately after deformation,673.0,0.001,25.0,,1.0,0.26,,Stage IV,690.0,,1.0,0.0,single-phase FCC matrix with Fe/Mn partitioning and local metastability,,,,,,,,,,,,1.0,1.0,1,1.0,1,twin-twin interaction + grain fragmentation + partial reversion,,,,second WHR peak despite continued decrease in HCP fraction,,,,,,,,,,,,,,,XRD phase fraction + EBSD phase maps track FCC/HCP evolution,EBSD IPF/boundary/KAM maps; Σ3 twin boundaries and twin-twin interactions,XRD; EBSD phase/IPF/boundary/KAM/pole figure; EPMA; high-temperature tensile,Yes,Methods; Fig. 1-2; Results/discussion,High,,TRIP_TWIP_First5_FULL_EXTRACTION.xlsx,First5_Master_Extraction,,SAFE_QC_COMPLETE,False,EXPERIMENTAL_REPEATED_STAGE,NO_FLAG,CANONICAL_OR_SAFE_ALIAS,P004_PE01,P004_MC01,OBS024,EXPERIMENTAL,REPEATED_STAGE,P004_MC01_DS04,0,HIGH,Extracted stage metadata identifies observations from one interrupted or in-situ tensile series.,,,,,,,,,,,,,,,,,,1.0,1.0
P004,10.1016/j.msea.2026.150025,Sequential activation of TRIP and TWIP enables multi-stage hardening in a metastable FeMnCoCrN high-entropy alloy at elevated temperature,P004_C05,P004_G01,P004_G01,Interrupted strain stage,Fe46Mn35.5Co9Cr9N0.5,Fe46Mn35.5Co9Cr9N0.5 at.%; Fe45.8Mn35.4Co9.92Cr8.74N0.14 wt.%,at.%,46.0,35.5,9.0,9.0,0.0,0.5,,,,,,,Vacuum induction melting from 99.99% feedstock; two VAR cycles; as-cast; preheated 400C/10min before tensile,VIM + 2x VAR,,,,,,,,water quench immediately after deformation,673.0,0.001,25.0,,1.0,0.3,,Stage V,690.0,,1.0,0.0,single-phase FCC matrix with Fe/Mn partitioning and local metastability,,,,,,,,,,,,1.0,1.0,1,1.0,1,TRIP + TWIP + reversion; HCP laths partially thicken but overall fraction decreases,,,,EBSD phase map at ε~0.30,,,,,,,,,,,,,,,XRD phase fraction + EBSD phase maps track FCC/HCP evolution,EBSD IPF/boundary/KAM maps; Σ3 twin boundaries and twin-twin interactions,XRD; EBSD phase/IPF/boundary/KAM/pole figure; EPMA; high-temperature tensile,Yes,Methods; Fig. 1-2; Results/discussion,High,,TRIP_TWIP_First5_FULL_EXTRACTION.xlsx,First5_Master_Extraction,,SAFE_QC_COMPLETE_MANUAL_REVIEW_REMAINS,True,EXPERIMENTAL_REPEATED_STAGE,REVIEW_REQUIRED,CANONICAL_OR_SAFE_ALIAS,P004_PE01,P004_MC01,OBS025,EXPERIMENTAL,REPEATED_STAGE,P004_MC01_DS05,0,HIGH,Extracted stage metadata identifies observations from one interrupted or in-situ tensile series.,,,,,,,,,,,,,,,,,,1.0,1.0
