Paper_ID,DOI,Paper_Title,Condition_ID,Experiment_Group_ID,Row_Type,Alloy_ID,Original_Composition,Composition_basis,Fe_at%,Mn_at%,Co_at%,Cr_at%,Ni_at%,N_at%,C_at%,Mo_at%,Si_at%,Ti_at%,V_at%,Other_elements,Processing_route,Cast_method,Homogenization_T_K,Homogenization_time_h,Hot_rolling_T_K,Hot_rolling_reduction_pct,Cold_rolling_reduction_pct,Annealing_T_K,Annealing_time_min,Cooling_route,Test_T_K,Strain_rate_s-1,Gauge_length_mm,Gauge_width_mm,Specimen_thickness_mm,True_strain,Local_strain,Deformation_stage,Grain_size_um,Grain_size_SD_um,Initial_FCC_fraction,Initial_HCP_fraction,Initial_twin_boundary_status,SFE_mJ_m2,SFE_error_mJ_m2,SFE_method,DeltaG_FCC_HCP_J_mol,DeltaG_method,Elastic_modulus_GPa,Shear_modulus_GPa,Poisson_ratio,Lattice_parameter_nm,Atomic_size_misfit_pct,CSRO_present,TRIP,TWIP,Slip,Stacking_faulting,HCP_to_FCC_reversion,Dominant_mechanism,HCP_fraction_at_condition,Twin_fraction_or_Sigma3,Twin_thickness_nm,HCP_lath_or_lamella_note,YS_MPa,YS_error_MPa,UTS_MPa,UTS_error_MPa,Elongation_pct,Elongation_error_pct,Uniform_elongation_pct,Critical_twin_stress_MPa,Critical_TRIP_stress_MPa,Twin_onset_true_strain,TRIP_onset_true_strain,Adiabatic_temperature_K,SFE_increase_dynamic_mJ_m2,Evidence_TRIP,Evidence_TWIP,Characterization_methods,Image_usable_for_descriptors,Source_location,Label_confidence,Notes,Unmapped_Fields,Source_File,Source_Sheet,Schema_Mapping_Review,log10_strain_rate
P002,10.1016/j.msea.2020.140441,A TWIP-TRIP quinary high-entropy alloy: tuning phase stability and microstructure for enhanced mechanical properties,P002_C03,P002_G01,Processing/tensile condition,Fe40Mn10Co20Cr20Ni10,Fe40Mn10Co20Cr20Ni10,at.%,40,10,20,20,10,,,,,,,,Vacuum induction cast; hot rolled 900C 50%; homogenized 1200C/2h Ar; water quenched; cold rolled 70%; annealed 30 min,Vacuum induction melting,1473,2,1173,50,70,873,30,Water quench,298,0.001,10,2.5,1.25,,,final tensile,,,1,0,initial FCC; annealing twins in recrystallized regions,14,,estimated/calculated in paper,-292,Thermo-Calc TCFE7,,,,,,,0,0,1,,0,TRIP/TWIP hindered; limited dislocation slip dominates due to high non-recrystallized zone fraction,,,,,1060,,,,,,,,,,,,,EBSD/TEM evidence for FCC→HCP where activated,TEM/EBSD evidence for nano-twinning where activated,EBSD; XRD; EDS; TEM; HAADF-STEM; DIC,Yes,Abstract; Methods; Fig. 1-6; mechanical-property discussion,High,Non-recrystallized zones ~87 vol.%. ΔG_FCC→HCP = -292 J/mol.,,TRIP_TWIP_First5_FULL_EXTRACTION.xlsx,First5_Master_Extraction,,-3.0
P002,10.1016/j.msea.2020.140441,A TWIP-TRIP quinary high-entropy alloy: tuning phase stability and microstructure for enhanced mechanical properties,P002_C04,P002_G_REF,Reference comparator,Fe20Mn20Co20Cr20Ni20,Reference equiatomic HEA in paper,at.%,20,20,20,20,20,,,,,,,,"Reference comparator, similar grain size",,,,,,,,,,298,,,,,,,reference tensile,4.5,,1,0,,,,,,,,,,,,,,,,,Reference equiatomic HEA,,,,,349,,657,,59.9,,,,,,,,,Reference comparator only,Reference comparator only,reported in abstract comparison,No,Abstract,Medium,Use only as comparator; not a core TRIP/TWIP condition.,,,TRIP_TWIP_First5_FULL_EXTRACTION.xlsx,First5_Master_Extraction,,
P002,10.1016/j.msea.2020.140441,A TWIP-TRIP quinary high-entropy alloy: tuning phase stability and microstructure for enhanced mechanical properties,P002_C05,P002_G_DESIGN,Alloy-design descriptor,Fe40Mn10Co20Cr20Ni10,Fe40Mn10Co20Cr20Ni10,at.%,40,10,20,20,10,,,,,,,,CALPHAD design condition,,,,,,,,,,,,,,,,,thermodynamic design,,,1,0,,14,,estimated/calculated in paper,-292,Thermo-Calc TCFE7,,,,,,,,,Targeted phase stability for TRIP/TWIP activation,,,,,,,,,,,,,,,Thermo-Calc design criterion,Not a deformation row,Thermo-Calc; alloy design,No,Methods section 2.1,High,Keep this row for descriptor provenance; exclude from ML training labels.,,,,,,,,TRIP_TWIP_First5_FULL_EXTRACTION.xlsx,First5_Master_Extraction,,
P003,10.1016/j.msea.2020.138982,The effect of strain rate on mechanical properties and microstructure of a metastable FeMnCoCr high entropy alloy,P003_C01,P003_G01,Strain-rate tensile condition,Fe50Mn30Co10Cr10,Fe50Mn30Co10Cr10,at.%,50,30,10,10,0,,,,,,,,Vacuum cast in Ar; hot-forged 1200C; hot-rolled 900C 50%; solution 1200C/2h; cold-rolled 60%; annealed 900C/3min salt bath; air cooled,Vacuum melting,1473,2,1173,50,60,1173,3,air cooling,300,0.001,20,,,,,tensile at selected strain rate,4.5,,0.63,0.37,Initial dual phase FCC+HCP; no elemental segregation at grain scale,6.5,,reported/estimated; dynamic includes +13 mJ/m2 adiabatic increase,,,139,,,,,,1,1,1,1,1,quasi-static: martensitic transformation dominant; TRIP+TWIP+B-TRIP,0.47,,,"At 50% cross-section reduction: HCP fraction 47%, 24%, 18% for 10^-3, 1, 10^3 s^-1 respectively",280,,720,,,,64.2,322,520,0.05,0.16,,,EBSD/TEM show deformation-induced martensite and reverse transformation depending on strain rate,TEM identifies deformation twins; dynamic loading makes twinning dominant at later strain,Tensile; DSC; dilatometry; SEM/EBSD; TEM,Yes,Abstract; Methods; Figs. 1-7; Table 1; discussion,High,Exact properties for intermediate strain rates should be digitized/checked from Table 1/Fig. 2; blanks intentionally retained.,,TRIP_TWIP_First5_FULL_EXTRACTION.xlsx,First5_Master_Extraction,,-3.0
P003,10.1016/j.msea.2020.138982,The effect of strain rate on mechanical properties and microstructure of a metastable FeMnCoCr high entropy alloy,P003_C02,P003_G01,Strain-rate tensile condition,Fe50Mn30Co10Cr10,Fe50Mn30Co10Cr10,at.%,50,30,10,10,0,,,,,,,,Vacuum cast in Ar; hot-forged 1200C; hot-rolled 900C 50%; solution 1200C/2h; cold-rolled 60%; annealed 900C/3min salt bath; air cooled,Vacuum melting,1473,2,1173,50,60,1173,3,air cooling,300,0.01,20,,,,,tensile at selected strain rate,4.5,,0.63,0.37,Initial dual phase FCC+HCP; no elemental segregation at grain scale,6.5,,reported/estimated; dynamic includes +13 mJ/m2 adiabatic increase,,,,,,,,,,,1,1,,tested strain-rate condition; exact properties require digitization from Fig. 2/Table 1,,,,,,,,,,,,,,,,,,EBSD/TEM show deformation-induced martensite and reverse transformation depending on strain rate,TEM identifies deformation twins; dynamic loading makes twinning dominant at later strain,Tensile; DSC; dilatometry; SEM/EBSD; TEM,Yes,Abstract; Methods; Figs. 1-7; Table 1; discussion,Medium,Exact properties for intermediate strain rates should be digitized/checked from Table 1/Fig. 2; blanks intentionally retained.,,TRIP_TWIP_First5_FULL_EXTRACTION.xlsx,First5_Master_Extraction,,-2.0
P003,10.1016/j.msea.2020.138982,The effect of strain rate on mechanical properties and microstructure of a metastable FeMnCoCr high entropy alloy,P003_C03,P003_G01,Strain-rate tensile condition,Fe50Mn30Co10Cr10,Fe50Mn30Co10Cr10,at.%,50,30,10,10,0,,,,,,,,Vacuum cast in Ar; hot-forged 1200C; hot-rolled 900C 50%; solution 1200C/2h; cold-rolled 60%; annealed 900C/3min salt bath; air cooled,Vacuum melting,1473,2,1173,50,60,1173,3,air cooling,300,0.1,20,,,,,tensile at selected strain rate,4.5,,0.63,0.37,Initial dual phase FCC+HCP; no elemental segregation at grain scale,6.5,,reported/estimated; dynamic includes +13 mJ/m2 adiabatic increase,,,,,,,,,,,1,1,,tested strain-rate condition; exact properties require digitization from Fig. 2/Table 1,,,,,,,,,,,,,,,,,,EBSD/TEM show deformation-induced martensite and reverse transformation depending on strain rate,TEM identifies deformation twins; dynamic loading makes twinning dominant at later strain,Tensile; DSC; dilatometry; SEM/EBSD; TEM,Yes,Abstract; Methods; Figs. 1-7; Table 1; discussion,Medium,Exact properties for intermediate strain rates should be digitized/checked from Table 1/Fig. 2; blanks intentionally retained.,,TRIP_TWIP_First5_FULL_EXTRACTION.xlsx,First5_Master_Extraction,,-1.0
P003,10.1016/j.msea.2020.138982,The effect of strain rate on mechanical properties and microstructure of a metastable FeMnCoCr high entropy alloy,P003_C04,P003_G01,Strain-rate tensile condition,Fe50Mn30Co10Cr10,Fe50Mn30Co10Cr10,at.%,50,30,10,10,0,,,,,,,,Vacuum cast in Ar; hot-forged 1200C; hot-rolled 900C 50%; solution 1200C/2h; cold-rolled 60%; annealed 900C/3min salt bath; air cooled,Vacuum melting,1473,2,1173,50,60,1173,3,air cooling,300,1,20,,,,,tensile at selected strain rate,4.5,,0.63,0.37,Initial dual phase FCC+HCP; no elemental segregation at grain scale,6.5,,reported/estimated; dynamic includes +13 mJ/m2 adiabatic increase,,,,,,,,,1,1,1,1,1,transition state; TRIP/TWIP mixed,0.24,,,"At 50% cross-section reduction: HCP fraction 47%, 24%, 18% for 10^-3, 1, 10^3 s^-1 respectively",300,,672,,,,49.2,,,,,,,EBSD/TEM show deformation-induced martensite and reverse transformation depending on strain rate,TEM identifies deformation twins; dynamic loading makes twinning dominant at later strain,Tensile; DSC; dilatometry; SEM/EBSD; TEM,Yes,Abstract; Methods; Figs. 1-7; Table 1; discussion,High,Exact properties for intermediate strain rates should be digitized/checked from Table 1/Fig. 2; blanks intentionally retained.,,TRIP_TWIP_First5_FULL_EXTRACTION.xlsx,First5_Master_Extraction,,0.0
P003,10.1016/j.msea.2020.138982,The effect of strain rate on mechanical properties and microstructure of a metastable FeMnCoCr high entropy alloy,P003_C05,P003_G01,Strain-rate tensile condition,Fe50Mn30Co10Cr10,Fe50Mn30Co10Cr10,at.%,50,30,10,10,0,,,,,,,,Vacuum cast in Ar; hot-forged 1200C; hot-rolled 900C 50%; solution 1200C/2h; cold-rolled 60%; annealed 900C/3min salt bath; air cooled,Vacuum melting,1473,2,1173,50,60,1173,3,air cooling,300,10,15,,,,,tensile at selected strain rate,4.5,,0.63,0.37,Initial dual phase FCC+HCP; no elemental segregation at grain scale,6.5,,reported/estimated; dynamic includes +13 mJ/m2 adiabatic increase,,,,,,,,,,,1,1,,tested strain-rate condition; exact properties require digitization from Fig. 2/Table 1,,,,,,,,,,,,,,,,,,EBSD/TEM show deformation-induced martensite and reverse transformation depending on strain rate,TEM identifies deformation twins; dynamic loading makes twinning dominant at later strain,Tensile; DSC; dilatometry; SEM/EBSD; TEM,Yes,Abstract; Methods; Figs. 1-7; Table 1; discussion,Medium,Exact properties for intermediate strain rates should be digitized/checked from Table 1/Fig. 2; blanks intentionally retained.,,TRIP_TWIP_First5_FULL_EXTRACTION.xlsx,First5_Master_Extraction,,1.0
P003,10.1016/j.msea.2020.138982,The effect of strain rate on mechanical properties and microstructure of a metastable FeMnCoCr high entropy alloy,P003_C06,P003_G01,Strain-rate tensile condition,Fe50Mn30Co10Cr10,Fe50Mn30Co10Cr10,at.%,50,30,10,10,0,,,,,,,,Vacuum cast in Ar; hot-forged 1200C; hot-rolled 900C 50%; solution 1200C/2h; cold-rolled 60%; annealed 900C/3min salt bath; air cooled,Vacuum melting,1473,2,1173,50,60,1173,3,air cooling,300,100,15,,,,,tensile at selected strain rate,4.5,,0.63,0.37,Initial dual phase FCC+HCP; no elemental segregation at grain scale,6.5,,reported/estimated; dynamic includes +13 mJ/m2 adiabatic increase,,,,,,,,,,,1,1,,tested strain-rate condition; exact properties require digitization from Fig. 2/Table 1,,,,,,,,,,,,,,,,,,EBSD/TEM show deformation-induced martensite and reverse transformation depending on strain rate,TEM identifies deformation twins; dynamic loading makes twinning dominant at later strain,Tensile; DSC; dilatometry; SEM/EBSD; TEM,Yes,Abstract; Methods; Figs. 1-7; Table 1; discussion,Medium,Exact properties for intermediate strain rates should be digitized/checked from Table 1/Fig. 2; blanks intentionally retained.,,TRIP_TWIP_First5_FULL_EXTRACTION.xlsx,First5_Master_Extraction,,2.0
P003,10.1016/j.msea.2020.138982,The effect of strain rate on mechanical properties and microstructure of a metastable FeMnCoCr high entropy alloy,P003_C07,P003_G01,Strain-rate tensile condition,Fe50Mn30Co10Cr10,Fe50Mn30Co10Cr10,at.%,50,30,10,10,0,,,,,,,,Vacuum cast in Ar; hot-forged 1200C; hot-rolled 900C 50%; solution 1200C/2h; cold-rolled 60%; annealed 900C/3min salt bath; air cooled,Vacuum melting,1473,2,1173,50,60,1173,3,air cooling,300,1000,15,,,,,tensile at selected strain rate,4.5,,0.63,0.37,Initial dual phase FCC+HCP; no elemental segregation at grain scale,19.5,,reported/estimated; dynamic includes +13 mJ/m2 adiabatic increase,,,,,,,,,1,1,1,1,1,dynamic: low-strain TRIP then TWIP-dominant; reverse HCP→FCC,0.18,,,"At 50% cross-section reduction: HCP fraction 47%, 24%, 18% for 10^-3, 1, 10^3 s^-1 respectively",380,,810,,,,67,322,520,0.007,0.1,420,13,EBSD/TEM show deformation-induced martensite and reverse transformation depending on strain rate,TEM identifies deformation twins; dynamic loading makes twinning dominant at later strain,Tensile; DSC; dilatometry; SEM/EBSD; TEM,Yes,Abstract; Methods; Figs. 1-7; Table 1; discussion,High,Exact properties for intermediate strain rates should be digitized/checked from Table 1/Fig. 2; blanks intentionally retained.,,TRIP_TWIP_First5_FULL_EXTRACTION.xlsx,First5_Master_Extraction,,3.0
