Paper_ID,DOI,Paper_Title,Condition_ID,Experiment_Group_ID,Original_Experiment_Group_ID,Row_Type,Alloy_ID,Original_Composition,Composition_basis,Fe_at%,Mn_at%,Co_at%,Cr_at%,Ni_at%,N_at%,C_at%,Mo_at%,Si_at%,Ti_at%,V_at%,Other_elements,Processing_route,Cast_method,Homogenization_T_K,Homogenization_time_h,Hot_rolling_T_K,Hot_rolling_reduction_pct,Cold_rolling_reduction_pct,Annealing_T_K,Annealing_time_min,Cooling_route,Test_T_K,Strain_rate_s-1,Gauge_length_mm,Gauge_width_mm,Specimen_thickness_mm,True_strain,Local_strain,Deformation_stage,Grain_size_um,Grain_size_SD_um,Initial_FCC_fraction,Initial_HCP_fraction,Initial_twin_boundary_status,SFE_mJ_m2,SFE_error_mJ_m2,SFE_method,DeltaG_FCC_HCP_J_mol,DeltaG_method,Elastic_modulus_GPa,Shear_modulus_GPa,Poisson_ratio,Lattice_parameter_nm,Atomic_size_misfit_pct,CSRO_present,TRIP,TWIP,Slip,Stacking_faulting,HCP_to_FCC_reversion,Dominant_mechanism,HCP_fraction_at_condition,Twin_fraction_or_Sigma3,Twin_thickness_nm,HCP_lath_or_lamella_note,YS_MPa,YS_error_MPa,UTS_MPa,UTS_error_MPa,Elongation_pct,Elongation_error_pct,Uniform_elongation_pct,Critical_twin_stress_MPa,Critical_TRIP_stress_MPa,Twin_onset_true_strain,TRIP_onset_true_strain,Adiabatic_temperature_K,SFE_increase_dynamic_mJ_m2,Evidence_TRIP,Evidence_TWIP,Characterization_methods,Image_usable_for_descriptors,Source_location,Label_confidence,Notes,Unmapped_Fields,Source_File,Source_Sheet,Schema_Mapping_Review,QC_Status,Requires_Manual_Review,Row_Role,Target_Review_Status,Schema_Review_Status,Parent_Experiment_ID,ML_Condition_ID,Observation_ID,Data_Origin,Observation_Role,Deformation_Stage_ID,Grouping_Review_Required,Grouping_Confidence,Grouping_Reason,Recovered_Grain_size_um,Recovered_ISFE_DFT_0K_mJ_m2,Recovered_DeltaG_FCC_HCP_300K_J_mol,Recovered_YS_MPa,Recovered_UTS_MPa,Recovered_Elongation_pct,Recovered_Uniform_elongation_pct,Recovered_Initial_FCC_fraction,Recovered_Initial_HCP_fraction,Recovered_TRIP,Recovered_TWIP,Recovered_Recrystallized_fraction,Recovered_SFE_assumed_for_calculation_mJ_m2,Recovery_Provenance_JSON,Target_Correction_TRIP,Target_Correction_TWIP,Resolution_Provenance_JSON,Effective_TRIP,Effective_TWIP,Study_Series_ID,Material_Parent_ID,Physical_Batch_ID,Replicate_ID,Leakage_Group_Strict,Leakage_Group_Material,Parent_Linkage_Status,Aggregate_Property_Status,Parent_ML_Condition_ID,YS_mean,YS_uncertainty,UTS_mean,UTS_uncertainty,TE_mean,TE_uncertainty,UE_mean,UE_uncertainty,Replicate_n,uncertainty_type,P008_Record_Role,P008_Legacy_Mapping_Status,P008_Source_State,Recovered_Bulk_Composition_at_pct,Recovered_Composition_Status,Recovered_Processing_route,Recovered_Test_T_Reported,Recovered_Test_T_Status,Recovered_Grain_size_scope,Recovered_Grain_size_status,Recovered_Initial_HCP_status,Initial_BCC_alpha_martensite_fraction,Initial_BCC_alpha_martensite_status,Recovered_Recrystallized_fraction_status,Recovered_YS_status,Recovered_UTS_status,Recovered_Uniform_elongation_status,SFE_scope,SFE_value_alloy_level_mJ_m2,SFE_status,SFE_source_provenance,Alpha_lath_thickness,Alpha_lath_spacing,Recovery_twin_fraction,Recovery_twin_thickness,Recovery_twin_spacing_observed,Recovery_twin_spacing_fraction_input_nm,Deformation_twin_width,Deformation_twin_spacing,Precipitate_type,APT_local_composition,EDS_local_composition,P008_Recovery_Provenance_JSON,Independent_ML_sample,Nominal_Composition_at_pct,Measured_Composition_Status,Cr_at%_uncertainty,Mn_at%_uncertainty,Fe_at%_uncertainty,Co_at%_uncertainty,Ni_at%_uncertainty,Initial_Phase_State_Qualitative,Initial_Phase_Status,Magnetic_transition_T_K,Magnetic_transition_Status,Low_T_Magnetic_Behavior,Low_T_Magnetic_Behavior_T_K,Computational_Magnetic_States,PM_Model,AFM_Model,Computational_SFE_Scope,SFE_Relative_Trend,Finite_T_SFE_Excitations_Status,P010_Record_Role,P010_Recovery_Provenance_JSON,Processing_State_ID,Source_Material_ID,Sintering_T_C,Relative_Density_pct,Effective_Grain_Size_Including_TB_PhaseBoundary_um,Initial_Sigma3_TB_fraction,Initial_Twin_Type,Mn_Oxide_Area_Fraction,SPS_Pressure_MPa,SPS_Time_min,SPS_Vacuum_Pa,Detwinning,Feedstock_Composition_at_pct,Feedstock_Composition_Method,Feedstock_Composition_Scope,Local_EDS_Composition_at_pct,Local_EDS_Composition_Scope,FCC_lattice_a_XRD_A,HCP_lattice_a_XRD_A,HCP_lattice_c_XRD_A,KAM_mean_deg,HCP_lath_thickness_nm,Deformation_Twin_thickness_nm,P011_Record_Role,P011_Target_Status,P011_Negative_TWIP_Evidence,P011_Recovery_Provenance_JSON,Original_TRIP,Original_TWIP,P012_Record_Role,Measured_Composition_at_pct,Measured_Composition_Method,Grain_Size_Including_TB_as_HAB_um,XRD_Replicate_n,XRD_Replicate_Scope,Gauge_Cross_Section_mm,Loading_Direction,GND_density_m-2,Martensite_lath_thickness,Martensite_interspace_nm,Observed_Microstructure,P012_Target_Status,P012_Recovery_Provenance_JSON
P010,10.1103/PhysRevMaterials.4.033601,,P010_C01,P010_G01,P010_G01,Experimental + DFT/magnetism,Cr20Mn24Fe30Co20Ni6,,at.%,30.0,24.0,20.0,20.0,6.0,,,,,,,,Synthesized after ab-initio compositional screening; tensile + magnetic/microstructure characterization,,,,,,,,,,298.0,0.001,,,,0.2,,local strain ~20% mechanism characterization,,,,,,,,,,,,,,,,,1.0,1.0,1,,,TRIP with twin-like planar defects / mixed low-SFE deformation,,,,,,,,,,,,,,,,,,XRD/EBSD/TEM phase evidence and alloy-level mechanism assignment,TEM/EBSD/ECCI local-strain mechanism evidence; alloy-level comparison,XRD; EBSD; ECCI; TEM; magnetic measurements,Yes,Abstract; Figs. 1-5; Summary and Conclusions,Medium,Dual FCC+HCP initially; TEM at ~20% local strain confirms FCC+HCP; twin-like defects noted but diffraction confirmation limited. | SFE depends on magnetic state; retain magnetic descriptor with SFE.,"{""Derived_VEC"": ""7.68"", ""Derived_feature_status"": ""NA — reserved for later calculation; do not infer during raw extraction"", ""Magnetic_state_descriptor"": ""PM/AFM ordering explicitly modeled; Mn stabilizes AFM configurations"", ""VEC"": ""7.68""}",TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx,P006_P010_Master_Extraction,Data_role -> Row_Type | Composition_basis_original -> Composition_basis | Image_modalities -> Characterization_methods,SAFE_QC_COMPLETE_MANUAL_REVIEW_REMAINS,True,HYBRID_EXPERIMENTAL_COMPUTATIONAL,REVIEW_REQUIRED,SOURCE_HAS_UNMAPPED_FIELDS,P010_PE01,P010_MC01,OBS040,HYBRID,INDEPENDENT_CONDITION,,0.0,HIGH,Distinct extracted condition retained as a conservative parent; no cross-row specimen linkage is documented.,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P010,10.1103/PhysRevMaterials.4.033601,,P010_C02,P010_G02,P010_G02,Experimental + DFT/magnetism,Cr20Mn30Fe24Co20Ni6,,at.%,24.0,30.0,20.0,20.0,6.0,,,,,,,,Synthesized after ab-initio compositional screening; tensile + magnetic/microstructure characterization,,,,,,,,,,298.0,0.001,,,,0.2,,local strain ~20% mechanism characterization,,,,,,,,,,,,,,,,,0.0,1.0,1,,,TWIP rather than TRIP,,,,,,,,,,,,,,,,,,XRD/EBSD/TEM phase evidence and alloy-level mechanism assignment,TEM/EBSD/ECCI local-strain mechanism evidence; alloy-level comparison,XRD; EBSD; ECCI; TEM; magnetic measurements,Yes,Abstract; Figs. 1-5; Summary and Conclusions,High,Single FCC initially; paper conclusion identifies alloy II as TWIP rather than TRIP. | SFE depends on magnetic state; retain magnetic descriptor with SFE.,"{""Derived_VEC"": ""7.62"", ""Derived_feature_status"": ""NA — reserved for later calculation; do not infer during raw extraction"", ""Magnetic_state_descriptor"": ""PM/AFM ordering explicitly modeled; Mn stabilizes AFM configurations"", ""VEC"": ""7.62""}",TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx,P006_P010_Master_Extraction,Data_role -> Row_Type | Composition_basis_original -> Composition_basis | Image_modalities -> Characterization_methods,SAFE_QC_COMPLETE,False,HYBRID_EXPERIMENTAL_COMPUTATIONAL,NO_FLAG,SOURCE_HAS_UNMAPPED_FIELDS,P010_PE02,P010_MC02,OBS041,HYBRID,INDEPENDENT_CONDITION,,0.0,HIGH,Distinct extracted condition retained as a conservative parent; no cross-row specimen linkage is documented.,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P010,10.1103/PhysRevMaterials.4.033601,,P010_C03,P010_G03,P010_G03,Experimental + DFT/magnetism,Cr20Mn15Fe34Co20Ni11,,at.%,34.0,15.0,20.0,20.0,11.0,,,,,,,,Synthesized after ab-initio compositional screening; tensile + magnetic/microstructure characterization,,,,,,,,,,298.0,0.001,,,,0.2,,local strain ~20% mechanism characterization,,,,,,,,,,,,,,,,,0.0,0.0,1,,,Stable FCC / planar-slip-dominant relative to designed TRIP/TWIP alloys,,,,,,,,,,,,,,,,,,XRD/EBSD/TEM phase evidence and alloy-level mechanism assignment,TEM/EBSD/ECCI local-strain mechanism evidence; alloy-level comparison,XRD; EBSD; ECCI; TEM; magnetic measurements,Yes,Abstract; Figs. 1-5; Summary and Conclusions,High,Single FCC initially; retained as explicit non-TRIP/non-TWIP comparator based on paper's three-alloy mechanism comparison. | SFE depends on magnetic state; retain magnetic descriptor with SFE.,"{""Derived_VEC"": ""7.87"", ""Derived_feature_status"": ""NA — reserved for later calculation; do not infer during raw extraction"", ""Magnetic_state_descriptor"": ""PM/AFM ordering explicitly modeled; Mn stabilizes AFM configurations"", ""VEC"": ""7.87""}",TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx,P006_P010_Master_Extraction,Data_role -> Row_Type | Composition_basis_original -> Composition_basis | Image_modalities -> Characterization_methods,SAFE_QC_COMPLETE_MANUAL_REVIEW_REMAINS,True,HYBRID_EXPERIMENTAL_COMPUTATIONAL,REVIEW_REQUIRED,SOURCE_HAS_UNMAPPED_FIELDS,P010_PE03,P010_MC03,OBS042,HYBRID,INDEPENDENT_CONDITION,,0.0,HIGH,Distinct extracted condition retained as a conservative parent; no cross-row specimen linkage is documented.,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P009,10.1126/sciadv.abo7333,,P009_C01,P009_G01,P009_G01,Experimental + CALPHAD/DFT,Co36Cr20Fe26Mn10Ni8,,at.%,26.0,10.0,36.0,20.0,8.0,,,,,,,,Cast; homogenized 1200C; ~60% cold rolled,,1473.0,,,,60.0,,,,293.0,,,,,,,post-cold-rolling mechanism characterization,,,,,,,,,,,,,,,,,1.0,0.0,1,,,TRIP,,,,,,,,,,,,,,,,,,EBSD phase mapping after cold rolling; experimental mechanism classification,EBSD/grain-boundary evidence; experimental mechanism classification,EBSD; SEM; nanoindentation,Yes,"Wang et al. 2022, Fig. 5 and design/validation results",High,#0; experimentally classified TRIP | Seven experimentally validated designed alloys; UMFE/UTFE are priority descriptors. Exact fault-energy values should be populated from source/supplement rather than guessed.,"{""Derived_feature_status"": ""NA — reserved for later calculation; do not infer during raw extraction""}",TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx,P006_P010_Master_Extraction,Data_role -> Row_Type | Composition_basis_original -> Composition_basis | Image_modalities -> Characterization_methods,SAFE_QC_COMPLETE,False,HYBRID_EXPERIMENTAL_COMPUTATIONAL,NO_FLAG,SOURCE_HAS_UNMAPPED_FIELDS,P009_PE01,P009_MC01,OBS043,HYBRID,INDEPENDENT_CONDITION,,0.0,HIGH,Distinct extracted condition retained as a conservative parent; no cross-row specimen linkage is documented.,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P009,10.1126/sciadv.abo7333,,P009_C02,P009_G02,P009_G02,Experimental + CALPHAD/DFT,Co32Cr20Fe26Mn10Ni12,,at.%,26.0,10.0,32.0,20.0,12.0,,,,,,,,Cast; homogenized 1200C; ~60% cold rolled,,1473.0,,,,60.0,,,,293.0,,,,,,,post-cold-rolling mechanism characterization,,,,,,,,,,,,,,,,,0.0,1.0,1,,,TWIP,,,,,,,,,,,,,,,,,,EBSD phase mapping after cold rolling; experimental mechanism classification,EBSD/grain-boundary evidence; experimental mechanism classification,EBSD; SEM; nanoindentation,Yes,"Wang et al. 2022, Fig. 5 and design/validation results",High,#1; experimentally classified TWIP | Seven experimentally validated designed alloys; UMFE/UTFE are priority descriptors. Exact fault-energy values should be populated from source/supplement rather than guessed.,"{""Derived_feature_status"": ""NA — reserved for later calculation; do not infer during raw extraction""}",TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx,P006_P010_Master_Extraction,Data_role -> Row_Type | Composition_basis_original -> Composition_basis | Image_modalities -> Characterization_methods,SAFE_QC_COMPLETE,False,HYBRID_EXPERIMENTAL_COMPUTATIONAL,NO_FLAG,SOURCE_HAS_UNMAPPED_FIELDS,P009_PE02,P009_MC02,OBS044,HYBRID,INDEPENDENT_CONDITION,,0.0,HIGH,Distinct extracted condition retained as a conservative parent; no cross-row specimen linkage is documented.,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P009,10.1126/sciadv.abo7333,,P009_C03,P009_G03,P009_G03,Experimental + CALPHAD/DFT,Co28Cr20Fe26Mn10Ni16,,at.%,26.0,10.0,28.0,20.0,16.0,,,,,,,,Cast; homogenized 1200C; ~60% cold rolled,,1473.0,,,,60.0,,,,293.0,,,,,,,post-cold-rolling mechanism characterization,,,,,,,,,,,,,,,,,0.0,1.0,1,,,TWIP,,,,,,,,,,,,,,,,,,EBSD phase mapping after cold rolling; experimental mechanism classification,EBSD/grain-boundary evidence; experimental mechanism classification,EBSD; SEM; nanoindentation,Yes,"Wang et al. 2022, Fig. 5 and design/validation results",High,#2; experimentally classified TWIP | Seven experimentally validated designed alloys; UMFE/UTFE are priority descriptors. Exact fault-energy values should be populated from source/supplement rather than guessed.,"{""Derived_feature_status"": ""NA — reserved for later calculation; do not infer during raw extraction""}",TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx,P006_P010_Master_Extraction,Data_role -> Row_Type | Composition_basis_original -> Composition_basis | Image_modalities -> Characterization_methods,SAFE_QC_COMPLETE,False,HYBRID_EXPERIMENTAL_COMPUTATIONAL,NO_FLAG,SOURCE_HAS_UNMAPPED_FIELDS,P009_PE03,P009_MC03,OBS045,HYBRID,INDEPENDENT_CONDITION,,0.0,HIGH,Distinct extracted condition retained as a conservative parent; no cross-row specimen linkage is documented.,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P009,10.1126/sciadv.abo7333,,P009_C04,P009_G04,P009_G04,Experimental + CALPHAD/DFT,Co24Cr20Fe26Mn10Ni20,,at.%,26.0,10.0,24.0,20.0,20.0,,,,,,,,Cast; homogenized 1200C; ~60% cold rolled,,1473.0,,,,60.0,,,,293.0,,,,,,,post-cold-rolling mechanism characterization,,,,,,,,,,,,,,,,,0.0,1.0,1,,,TWIP,,,,,,,,,,,,,,,,,,EBSD phase mapping after cold rolling; experimental mechanism classification,EBSD/grain-boundary evidence; experimental mechanism classification,EBSD; SEM; nanoindentation,Yes,"Wang et al. 2022, Fig. 5 and design/validation results",High,#3; experimentally classified TWIP | Seven experimentally validated designed alloys; UMFE/UTFE are priority descriptors. Exact fault-energy values should be populated from source/supplement rather than guessed.,"{""Derived_feature_status"": ""NA — reserved for later calculation; do not infer during raw extraction""}",TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx,P006_P010_Master_Extraction,Data_role -> Row_Type | Composition_basis_original -> Composition_basis | Image_modalities -> Characterization_methods,SAFE_QC_COMPLETE,False,HYBRID_EXPERIMENTAL_COMPUTATIONAL,NO_FLAG,SOURCE_HAS_UNMAPPED_FIELDS,P009_PE04,P009_MC04,OBS046,HYBRID,INDEPENDENT_CONDITION,,0.0,HIGH,Distinct extracted condition retained as a conservative parent; no cross-row specimen linkage is documented.,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P009,10.1126/sciadv.abo7333,,P009_C05,P009_G05,P009_G05,Experimental + CALPHAD/DFT,Co36Cr28Fe18Mn10Ni8,,at.%,18.0,10.0,36.0,28.0,8.0,,,,,,,,Cast; homogenized 1200C; ~60% cold rolled,,1473.0,,,,60.0,,,,293.0,,,,,,,post-cold-rolling mechanism characterization,,,,,,,,,,,,,,,,,1.0,0.0,1,,,TRIP,,,,,,,,,,,,,,,,,,EBSD phase mapping after cold rolling; experimental mechanism classification,EBSD/grain-boundary evidence; experimental mechanism classification,EBSD; SEM; nanoindentation,Yes,"Wang et al. 2022, Fig. 5 and design/validation results",High,#4; experimentally classified TRIP | Seven experimentally validated designed alloys; UMFE/UTFE are priority descriptors. Exact fault-energy values should be populated from source/supplement rather than guessed.,"{""Derived_feature_status"": ""NA — reserved for later calculation; do not infer during raw extraction""}",TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx,P006_P010_Master_Extraction,Data_role -> Row_Type | Composition_basis_original -> Composition_basis | Image_modalities -> Characterization_methods,SAFE_QC_COMPLETE,False,HYBRID_EXPERIMENTAL_COMPUTATIONAL,NO_FLAG,SOURCE_HAS_UNMAPPED_FIELDS,P009_PE05,P009_MC05,OBS047,HYBRID,INDEPENDENT_CONDITION,,0.0,HIGH,Distinct extracted condition retained as a conservative parent; no cross-row specimen linkage is documented.,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P009,10.1126/sciadv.abo7333,,P009_C06,P009_G06,P009_G06,Experimental + CALPHAD/DFT,Co36Cr24Fe22Mn10Ni8,,at.%,22.0,10.0,36.0,24.0,8.0,,,,,,,,Cast; homogenized 1200C; ~60% cold rolled,,1473.0,,,,60.0,,,,293.0,,,,,,,post-cold-rolling mechanism characterization,,,,,,,,,,,,,,,,,1.0,0.0,1,,,TRIP,,,,,,,,,,,,,,,,,,EBSD phase mapping after cold rolling; experimental mechanism classification,EBSD/grain-boundary evidence; experimental mechanism classification,EBSD; SEM; nanoindentation,Yes,"Wang et al. 2022, Fig. 5 and design/validation results",High,#5; experimentally classified TRIP | Seven experimentally validated designed alloys; UMFE/UTFE are priority descriptors. Exact fault-energy values should be populated from source/supplement rather than guessed.,"{""Derived_feature_status"": ""NA — reserved for later calculation; do not infer during raw extraction""}",TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx,P006_P010_Master_Extraction,Data_role -> Row_Type | Composition_basis_original -> Composition_basis | Image_modalities -> Characterization_methods,SAFE_QC_COMPLETE,False,HYBRID_EXPERIMENTAL_COMPUTATIONAL,NO_FLAG,SOURCE_HAS_UNMAPPED_FIELDS,P009_PE06,P009_MC06,OBS048,HYBRID,INDEPENDENT_CONDITION,,0.0,HIGH,Distinct extracted condition retained as a conservative parent; no cross-row specimen linkage is documented.,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P009,10.1126/sciadv.abo7333,,P009_C07,P009_G07,P009_G07,Experimental + CALPHAD/DFT,Co36Cr16Fe30Mn10Ni8,,at.%,30.0,10.0,36.0,16.0,8.0,,,,,,,,Cast; homogenized 1200C; ~60% cold rolled,,1473.0,,,,60.0,,,,293.0,,,,,,,post-cold-rolling mechanism characterization,,,,,,,,,,,,,,,,,1.0,0.0,1,,,TRIP,,,,,,,,,,,,,,,,,,EBSD phase mapping after cold rolling; experimental mechanism classification,EBSD/grain-boundary evidence; experimental mechanism classification,EBSD; SEM; nanoindentation,Yes,"Wang et al. 2022, Fig. 5 and design/validation results",High,#6; experimentally classified TRIP | Seven experimentally validated designed alloys; UMFE/UTFE are priority descriptors. Exact fault-energy values should be populated from source/supplement rather than guessed.,"{""Derived_feature_status"": ""NA — reserved for later calculation; do not infer during raw extraction""}",TRIP_TWIP_P006_P010_FULL_EXTRACTION.xlsx,P006_P010_Master_Extraction,Data_role -> Row_Type | Composition_basis_original -> Composition_basis | Image_modalities -> Characterization_methods,SAFE_QC_COMPLETE,False,HYBRID_EXPERIMENTAL_COMPUTATIONAL,NO_FLAG,SOURCE_HAS_UNMAPPED_FIELDS,P009_PE07,P009_MC07,OBS049,HYBRID,INDEPENDENT_CONDITION,,0.0,HIGH,Distinct extracted condition retained as a conservative parent; no cross-row specimen linkage is documented.,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P011,10.1016/j.jallcom.2023.170225,,P011_C01,P011_A8,P011_A8,Experimental,Fe50Mn30Co10Cr10,,at.%,50.0,30.0,10.0,10.0,,,,,,,,,"Gas-atomized pre-alloy powder; SPS 800C/30 min, 45 MPa, vacuum 7e-3 Pa",,,,,,,1073.15,30.0,,298.0,0.001,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,,,Dislocation slip + FCC→HCP phase transformation + detwinning + mechanical twinning,,,,,,,,,,,,,,,,,,Phase transformation reported during tensile deformation at 298 K.,Mechanical twinning reported during tensile deformation at 298 K.,XRD; SEM; EBSD; TEM; EDS,Yes,Experimental procedures; abstract; microstructure/tensile results,High,"Dual FCC+HCP as-sintered structure. Average grain size, HCP fraction and twin-boundary fraction increase with SPS temperature; exact figure values left blank unless explicitly extracted.","{""Derived_TRIP_TWIP_class"": ""11"", ""Derived_feature_status"": ""Calculated only for direct formula fields; other derived descriptors remain NA."", ""Derived_log10_strain_rate"": ""-3""}",TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx,P011_P015_Master_Extraction,Data_role -> Row_Type | Composition_basis_original -> Composition_basis | Image_modalities -> Characterization_methods,SAFE_QC_COMPLETE,False,EXPERIMENTAL_INDEPENDENT,NO_FLAG,SOURCE_HAS_UNMAPPED_FIELDS,P011_PE01,P011_MC01,OBS050,EXPERIMENTAL,INDEPENDENT_CONDITION,,0.0,HIGH,Distinct extracted condition retained as a conservative parent; no cross-row specimen linkage is documented.,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P011,10.1016/j.jallcom.2023.170225,,P011_C02,P011_A9,P011_A9,Experimental,Fe50Mn30Co10Cr10,,at.%,50.0,30.0,10.0,10.0,,,,,,,,,"Gas-atomized pre-alloy powder; SPS 900C/30 min, 45 MPa, vacuum 7e-3 Pa",,,,,,,1173.15,30.0,,298.0,0.001,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,,,Dislocation slip + FCC→HCP phase transformation + detwinning + mechanical twinning,,,,,,,,,,,,,,,,,,Phase transformation reported during tensile deformation at 298 K.,Mechanical twinning reported during tensile deformation at 298 K.,XRD; SEM; EBSD; TEM; EDS,Yes,Experimental procedures; abstract; microstructure/tensile results,High,"Dual FCC+HCP as-sintered structure. Average grain size, HCP fraction and twin-boundary fraction increase with SPS temperature; exact figure values left blank unless explicitly extracted.","{""Derived_TRIP_TWIP_class"": ""11"", ""Derived_feature_status"": ""Calculated only for direct formula fields; other derived descriptors remain NA."", ""Derived_log10_strain_rate"": ""-3""}",TRIP_TWIP_P011_P015_FULL_EXTRACTION.xlsx,P011_P015_Master_Extraction,Data_role -> Row_Type | Composition_basis_original -> Composition_basis | Image_modalities -> Characterization_methods,SAFE_QC_COMPLETE,False,EXPERIMENTAL_INDEPENDENT,NO_FLAG,SOURCE_HAS_UNMAPPED_FIELDS,P011_PE02,P011_MC02,OBS051,EXPERIMENTAL,INDEPENDENT_CONDITION,,0.0,HIGH,Distinct extracted condition retained as a conservative parent; no cross-row specimen linkage is documented.,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
